Gene_Symbol,log2FoldChange
FOXO1,1.89603694214292
FLRT2,0.840572879693732
ARNTL2,-0.989741541735821
PCMTD1,1.00200983997292
H4C9,-1.22581049441846
H4C8,-1.44020876550119
RNF4,-0.488755481449632
CTC1,0.716742957087491
CHAC2,-2.43927701501704
MAPK8IP3,0.861732105459826
NDOR1,-1.18031818027176
THSD4,0.827290161265872
RGL2,0.451100004646263
HMGN1,-1.12354921254421
SLC39A8,-0.604510010851706
GCNT2,-0.608579320548794
USP3,0.862639155115473
GPR63,-5.70461488089743
CEP55,-0.818900197836954
NADSYN1,0.79430704124363
TACSTD2,1.70612891554239
NR2F1,-1.29289719395369
PAAF1,0.525841593283327
BCORL1,1.28499776240917
HSF2BP,1.60713966204358
MTMR14,0.612066542190082
RAB23,-1.37344762627697
RAB8A,-0.476725736190265
ST6GAL1,1.61264815410153
SRA1,-0.789106908512748
H2AC16,-1.17747734178906
ADRM1,-1.3334142138022
AK1,-1.08742075013549
C14orf28,1.1341763617109
ITPR1,0.631899371502528
APOL6,0.431135374026826
ANXA4,1.13509026497465
EVI2A,0.981456170670858
LRRC28,1.22397260637208
MCM5,-0.984176585855062
SVIP,-2.24665031150042
MCM6,-1.22460335905086
LIMK2,-0.603756864446957
FANCA,-5.96080612435807
IRS2,1.19852207549414
FAM214B,1.34198761545749
UBP1,-1.46046501916303
LAMB1,1.2130226211284
PRADC1,-2.33789158612848
SEC31A,0.523994478002471
ATAD5,-0.978349519826559
RRAGC,1.14696123895934
ZGRF1,-1.94017810221519
GSR,0.480690329797607
C15orf48,0.614903821652565
GATAD2A,-0.854797584279963
ERCC6L,-1.95748396750107
NDE1,-0.748741117531833
ZBTB40,0.864595876075783
IFI16,1.16102639286829
TEX9,-6.15870094750107
APBB3,1.94837714411086
POU2F2,0.820711413806017
DPP7,0.69209307894146
DSP,1.72126871190101
MAN2A1,0.838201366372979
LDAH,0.808699751099068
TYMS,-1.48199870533665
YPEL2,1.25774737438751
FBXL2,1.39853033958757
FREM2,-5.37627721773486
RELN,6.65416529050841
EPB41L1,1.28195535495072
AGTPBP1,1.23720500576602
THAP10,-0.796920026917993
HSDL1,0.549902703414991
NR3C2,1.02001604847499
SASS6,-1.11862028681882
ILDR2,-1.500706037822
PUSL1,-5.78363021297353
H2BC1,-5.56573986469237
PASK,-1.59200175527518
RTTN,-0.879996025014693
NAP1L1,-6.86452303846278
DUSP10,1.38892661144241
EIF4H,-1.24932692676536
DYNC2LI1,0.986957203670048
TBC1D10B,-1.59735927694339
DOCK9,1.48022724031534
HSBP1L1,1.43171695421487
SPART,1.13748732417265
USP10,-0.475694034643591
ILF3,-0.951519627042954
GLIPR2,-6.20533719124238
MLYCD,0.858387023636312
EZH1,0.949219795177136
MAP1LC3A,1.05121046985369
TFAP2C,0.543645539056579
AGFG2,-5.23200631063375
SCLY,-1.21028257247192
RSPH3,0.89009218735892
HELLS,-1.6548237920221
PKN3,-6.26126515009966
GGT7,1.19236515499835
GINS3,-0.848351651747174
ALG6,-0.896842219412503
TSC22D1,1.27276412779839
TMEM106B,1.12693615894809
FAM86B2,0.752692034314741
PPP6R2,-5.64938679086157
C9orf40,-1.03441043544916
RFWD3,-1.2565111798097
TCHP,-1.32028506471345
HCFC1,-0.890933643319221
DNAJC9,-1.80927857920665
SLC25A10,-0.744661570295041
SCN1B,0.946412952671201
NABP1,0.500771717045377
ERGIC1,0.894254993934412
KIF24,-1.47127962958949
NOL4L,1.52618255737979
LRP1,1.30407691197026
CSPG5,-6.01217457106562
PLIN2,1.03101392066828
LRP4,-2.02307944785242
RBPMS2,-2.42743546484594
EHMT1,-0.814998843276199
PDE3B,-1.46266410284773
UAP1L1,1.19847381847118
ATAD2,-1.29842142620073
NRF1,-0.525930483650625
SPCS3,-0.816032152633037
ZNF573,0.918469352617468
CCDC77,-0.917626796816798
CMSS1,-0.927184506547295
OTUD1,1.09401452185061
KMT5A,-1.18378621037615
CCDC167,-0.524351110633404
VPS41,1.50837099397688
CDC42EP1,-5.08701412378437
GALK2,1.47912528482221
PGPEP1,0.587405744094529
ZDHHC20,-0.733787450512386
CHST3,-0.709564704641286
PABPC1L,0.73778387430356
NRROS,0.708469755606227
KNTC1,-1.00150195942245
NHLRC3,0.72904276032992
RAB8B,0.603603736544355
LIMS4,-2.32063264844836
INTS6,-1.50211671999886
STK40,-0.744678091557367
TGFBR1,0.539828059982258
RAB22A,0.9775969320328
HLCS,-5.79416399675222
CCNE1,-5.5013042944477
TADA3,-5.59578400390392
MBOAT2,-6.01140733556949
CENPX,-6.83771325906665
C11orf91,1.27834456560887
GTPBP4,-0.734467986732224
SLC35E2B,1.12042239014339
ZBTB33,0.78469640531172
CRY2,1.10595218497319
RECK,0.595981219003819
XYLB,0.71820841893971
ZNF488,-6.91768468545962
PRKDC,-1.12348967477285
NCEH1,-0.703066259004922
CDKN2D,-2.43430305133189
DDX60,1.19527128471607
DCTPP1,-0.716707812412656
RAB6A,0.667281818546411
AKR1A1,0.828730110638735
CEP97,-0.71304025718617
ST3GAL6,1.10863376342385
PPFIBP2,6.83146386785691
ABCA1,1.04911326120975
RGMB,-2.64678144629125
PHF19,-1.31203525441119
WAPL,-0.419814986701981
TRMT10A,-0.757332734838106
BARD1,-0.922025014560595
SPG7,0.804605303499868
DEPDC7,-5.51777135396308
FBXO33,-1.25941466788079
ARRB1,0.625004322817326
INPP4A,-0.78190513822641
CCDC34,-0.89991530259051
SPDL1,-1.14002536675331
NAGK,0.612068509089652
PPP1R3B,1.44215769808638
USP13,-0.652087921121458
KDM1B,0.721700013255026
ATP6V0E1,0.722974919444612
TMCC2,-0.865315045120616
ACTN4,-0.735759576385312
LRIG1,-0.590376714622207
TDP1,-1.05227886071995
MYL5,1.13924651681084
MAOA,1.12630685433768
EFHD1,-0.746669336142567
PPP1R13L,0.691124598972186
CLEC2B,1.77664931200127
UCHL1,-5.69420998545918
GALNS,0.924690782140973
RPEL1,0.705579999521414
PHC1,1.31359336267054
APOBEC3F,1.29240759228634
PPP4R2,-1.77377633309486
ERGIC2,1.76940677583696
SPNS2,0.99773216378017
PSMD3,-0.969685862344114
NCAPH2,-1.19089387889366
MDM2,-0.493448921206943
HIRIP3,-5.12740841639911
PISD,-0.553861249490504
EID1,-0.404592992486292
COA7,-0.570799341016871
ZNF248,1.15673735677804
UHRF2,-5.50743476168732
TICRR,-1.15223799705459
MTMR10,1.02556579139672
PNRC2,-0.551112207916683
NCBP3,-0.787089397935825
RBBP8,-2.29570334790692
RTKN2,-2.11973902758273
DGKZ,-0.956031435025348
AAGAB,-0.696489483621202
CDK2AP2,-1.58816895871101
HNRNPR,-1.14224045655269
ZNF839,1.16353814506288
TMEM64,-5.3767567746394
ENAH,-0.479601036189498
COG6,0.95881643053208
BCLAF3,0.607976517427512
SLC37A2,0.930128624854499
LACTB,0.63341621860132
WDR89,-0.373414348636458
RIMS2,-5.52862246029928
TPP1,1.25591284420315
SUCLG1,0.551375040118853
RAD54B,-1.61783823602975
TSSC4,-1.03742194266481
TUSC3,-5.61086758541277
CHAF1B,-1.02524084412699
LOXL4,0.859584856395789
CERS6,-0.806795106061346
IFT172,1.09635895164777
BUB1,-1.09238342549669
EVI2B,1.22891309787413
SMIM13,-1.2517111328109
CCSAP,-1.07072206387985
LACC1,0.569876735134171
POU6F1,1.17822028909237
MARVELD1,0.626444762508617
KIFC1,-1.5873154695574
CCDC190,-1.1306757345302
HSPA4L,-0.72815639976593
UFSP2,0.499932349469422
C5orf22,-0.707038645738011
MAN2B2,0.565950000175477
C1orf112,-1.03251929419617
SNAI2,0.88357828824613
SHROOM2,-0.931422851784149
SLFN5,0.92990694303138
UBE2E1,0.984096701862368
ZNF251,0.73098547913116
TBC1D5,0.513358598194332
CYB5R2,1.31815534359601
FBXW8,0.855794588887582
ARHGAP12,0.702903722365191
RNF19B,0.497949400305889
MRPS18B,0.840604123939521
R3HDM2,1.05843589162229
PLXNC1,-5.54743135090931
ARGLU1,-0.804314231043784
SOX6,-5.35379886383228
ATG4A,-5.84361882972468
FBXO38,1.16155576810902
ZNF703,-0.738295161834089
POLD3,-1.33544782836507
MEX3B,-5.68722861233254
FHL3,1.1152378448481
GPR107,0.628724334105571
RPS6KL1,-5.69289653558337
ZNF329,0.751912531935969
PHC3,0.922548998005027
PGP,-1.05941850801578
TRIOBP,0.64231025440155
SPACA9,1.59672061439257
CEP76,-0.899590777100308
AHSA1,-0.413351865427065
JCAD,-5.33651869958802
NOCT,-0.773161120080661
OPTN,1.21572904648856
ARL4D,-5.71262069461055
C11orf24,-1.00804096825839
TMEM37,-4.93938929734747
PANK2,-0.613307892214736
TNFAIP2,-0.932057880767258
NBEAL1,1.7170873941556
ROCK1,1.13629058148374
SP2,-1.12108761502612
RAD51AP1,-1.32900355223733
NDUFA6,-0.781204555969859
FLG,-5.55638388672885
TMEM117,-5.66028912462407
TOMM40L,-1.17852190422891
PRPF31,-1.08509936994487
KIF2A,-0.940056500039559
ANKRD1,1.25570644310718
IL17RD,0.632456540751067
FAM117A,0.880731398747932
MERTK,0.917759482453767
C2CD3,-1.11494722272854
PTTG1IP,0.738018942552537
GPT2,-0.958448930370032
PLSCR4,1.0287442851688
PBXIP1,1.16406910140327
TYMSOS,-6.77148559903662
ARSA,0.974486285902792
EXOC4,0.736675726104785
DIAPH1,-0.777159037943221
PARP3,0.86658731383079
CHAF1A,-1.24075578662338
OSBPL11,-0.645958164399346
TBC1D15,0.683846031787907
ASNSD1,-0.516085970755222
PRIM2,-1.33186772240731
NOMO2,-0.633108347658523
HDGF,-0.449221657350332
CYTH3,0.978542564525893
SUV39H2,-0.891970779914827
TANGO2,0.813457138073649
NBR1,1.15788566507924
SMIM12,-6.73571295521214
TCEAL1,0.790304632670465
VEGFB,1.02176519997695
GNAO1,-6.14664214692031
INCENP,-1.27621409006751
NLRC5,1.72391696537853
SIRPB1,-5.27885567024396
STAT2,1.62422848985309
POLE,-1.27792761480948
TGM2,-0.561598856840688
AZIN2,0.850109532009418
BBC3,0.974989511838603
DHRS12,1.35661534983992
PSG4,3.02619937992739
INPP5K,1.23442149684523
ZBED9,1.39951132854787
PNMA2,0.985027763403967
GTF2IRD2B,1.59573371575817
MOAP1,0.848633177437968
CBX5,-0.759250508335501
EXO5,-5.19652791799731
ITGA3,0.653628429468699
CCDC68,0.483656468386626
UROS,0.548532152736087
HMBS,-0.765391043501355
KIAA1109,1.00032118733081
LIFR,0.816056395549206
AGPAT4,-5.4685705731581
GCLM,-0.650103621375599
LRP12,-0.623144675678081
DNPEP,0.402064528869589
TIGAR,-1.91527701288735
CD83,-1.60420592614609
TLCD5,0.323271520827892
RNASE4,2.47182800481071
TOR3A,-1.25596596189392
MCTP1,0.950926150568245
PDP1,1.0172564565573
ASF1B,-1.32561169630622
GOLIM4,-0.823731505888394
CCDC125,1.45600458414355
SEC14L1,1.05235533640494
PIMREG,-1.22554209589986
RAD51D,-6.1705189027844
CST7,1.19080028338112
TMEM185B,0.619993409166889
CLPTM1L,-0.695761590300975
CACFD1,1.16186797612172
VANGL1,-1.00233613218378
DCAF10,0.541653932024658
ZNF517,1.69499449555879
C5orf51,0.619607713654674
SPC24,-1.46808793242984
AJUBA,0.676662349613218
SLTM,-0.65532039348578
OSBPL6,-1.01757928374773
RP1L1,-5.77113241992471
PBX1,1.01836670475294
CCNJ,-1.16491935458475
TAPBP,0.576426732999242
EIF4A3,-0.638735566103116
RNF214,0.988350072739179
RMDN3,-0.983670152620055
PSMC3IP,-0.782629592653299
NXPH4,-1.351637806985
RSPRY1,1.22144217506361
MAGI1,0.685252730432649
BANK1,-4.98512735842833
MRPL18,-0.654571600989543
ZSCAN23,0.951222506350646
WDR62,-1.84522932149275
SLC1A5,-2.38129442872711
LHX4,-5.6959572416229
RIC1,-2.42636269716985
ZNF175,1.1324598624827
DNAJC28,0.744078521390597
MYO9A,0.716225555906404
IP6K1,-0.495571933011473
UTRN,-5.36825707205775
SIGIRR,0.660102659370565
BRWD3,0.887716106394316
ABCB6,-5.26098441099064
ABCC3,1.37991406600014
ABHD14B,0.69016917453758
ANG,1.5868630799998
APOBEC3F,1.0379236034089
ARHGAP11A,-0.891037415688899
ARL13B,-1.62953561650518
ARL17B,-1.11344878834314
ASCC3,-1.27070965599512
ASCC3,-0.671284204248479
BCL2L11,1.02686816656891
BID,0.843603272202475
BRCA1,-1.18697827207437
BTN3A1,1.2171815814678
C18orf32,0.731715960521378
CAMK2D,1.00760035591756
CASP1,0.982895829410569
CCDC7,-5.86722554533613
CCP110,-0.505061536525419
CDC45,-1.40555717471877
CDCA3,-1.49539541889871
CDK10,-1.05302440103694
CDK10,-0.75722177557127
CDK2AP2,-0.658567042759967
CHCHD3,-0.903628860217292
CREM,-5.63868469468938
CYBRD1,1.26494310403036
CYC1,-0.905419733053483
DEPDC1,-2.13303831457036
DHRS12,1.48032441879384
DMKN,1.35072399931894
DMKN,2.56914073711919
DUSP4,0.553420744245818
EIF4EBP3,1.3311830641112
ELP2,0.852266931037255
ERI2,-5.92591393070479
EXOSC5,1.13947798576862
FANCC,-0.99652882156287
FN1,1.10234539226445
FOXP2,0.934913462012195
FRMD5,1.18281170655247
H2AZ2,-1.06502339917691
HDAC9,0.681027659816618
HNMT,1.10264476440236
HUS1B,-1.57637427090556
IDS,1.32744524003937
IP6K2,0.986522154674279
ITGA10,1.71611129552011
KIAA1217,0.955014204570377
LEPR,1.49723648077552
LMNB1,-1.59904805991356
MOSPD3,0.849136722536983
MROH1,1.34409476161299
MYO10,1.13345627924309
NFAT5,1.23594365527671
NICN1,1.57957720459662
NRG1,-1.02912485587816
NRP2,-5.04701960371054
NUP98,-1.00691144870084
PCDHGB2,1.33198704106429
PEX11B,1.18588474150227
PNN,-1.17295717675541
POC1B,0.493123933093087
POLE2,-0.992540997475052
POLR1D,1.24771479453886
PRR5L,0.917414382955622
RBM14,-0.536265385779768
RDM1,-0.973706217249685
RDM1,-5.13537645859821
REEP1,-1.77942101000697
RERE,0.681637939665824
RGS3,-1.31595351256556
RNF135,0.840618843061748
RUSC1,-0.906309835977943
RWDD3,0.533057347732946
SCAMP5,1.00830101893295
SCP2,0.938415201109238
SEPHS1,-0.997272662107066
SERPINE2,0.72445682284713
SHB,-0.555077625036384
SLC12A4,-0.72649052834944
SLC22A3,1.49267639543565
SMOX,1.08858227177641
SOX13,0.663272845305509
TK2,2.28041016356093
TKT,0.783750394868616
TMED7,0.952205174208087
TXNIP,1.11263650922685
VGLL4,0.762976930583926
ZNF616,2.00045232549694
GTF2H2,-2.36992964889048
BPHL,1.02836633559242
TBP,-0.632505166836059
BAX,-0.52387240532469
CXCL2,0.594231813085279
RGS2,-5.66119718074243
CBLB,1.09777572699295
GNPDA1,1.4696040503706
PPARG,1.07638860014188
CD55,1.88313538653776
DTL,-0.838842101642071
DERA,-0.622849635029706
NUF2,-1.61653860629045
GSR,0.929731318374959
TUBG1,-1.05419279602511
MKI67,-1.37301269539632
NEIL3,-2.26426050085596
PARP2,-0.604669623830491
STXBP2,1.13135804972723
SERTAD1,-0.78480572812161
CENPM,-2.25122223969737
TBC1D30,-5.49377338140112
FBXO32,2.03527722867848
PLPP3,0.940202391774887
KLHL23,-0.993699123143191
ATAD3A,-1.93427442226686
NIN,-0.579163728070395
PDK4,2.0496259671524
GOT2,-0.83089623521699
MAPK3,1.03304689600504
LAMC2,0.710716063853632
FGF7P6,-1.99743750646918
STBD1,1.03410798508875
MSH4,2.90824759857249
THOC3,-0.853687050974013
H2AC7,-1.37438131672961
FAM111B,-1.39040634824608
ARPIN,-1.31055551029864
H2AC17,-2.31711437854795
H2AC18,-1.37464456962647
APEX2,-0.542712786741948
H3C15,-1.74826766919429
SRGAP2,-0.523586662440868
NDUFAF8,-1.75989718309839
GNB1,1.1153387317508
CRYZL1,0.708856651316742
CLSPN,-2.10643341821634
MSH5,0.66359556056472
PLEKHG5,1.17444899108361
KLHL23,-1.00382041619057
PPIP5K2,1.06245640080645
TCF7,-6.21180890654593
HSF4,0.948570671339734
GPRASP1,1.61480225144006
RASA3,0.445368780683513
RNASEK,0.929865893410936
MTHFS,0.572706433809554
TEDC2,-2.03178786123488
PCDHGA9,1.76665009648473
LRRC37A3,1.91946445677748
ABCA5,1.47789824929635
H2BC17,-1.27527675995498
PCDHGB5,1.91466253920841
LIMS3,0.883850332067133
RAB5IF,-1.27746495668964
TEDC2,-6.51718655960815
CRKL,-0.503424210832056
CEP85,-0.884909472954324
PTPN3,-1.00380741785655
CDCA2,-1.40155693228943
PNP,-0.622277103015024
RELT,-1.55484402475072
PPOX,0.851058268864879
TREX2,-6.01556111697735
SDF2L1,-2.06243198453207
WRAP53,-0.644100033055835
METAP1D,0.833239538306185
RDH10,0.889036508289896
LYPLAL1,1.24299903616267
CDR2L,-1.19272506298237
PTDSS1,-0.715670525278338
ZNF101,-6.21103758471074
EIF2AK2,-1.64567214492263
FOXO6,0.852056129567335
FAT4,1.39471241158067
LRIG2,0.787775690589178
HPRT1,-1.21554004454992
CHKB,0.862097819933409
NAIF1,0.683005879881927
BCLAF1,-0.686610066514408
POLR2M,0.578874212564258
TMEM19,-1.40492879456242
KIF21B,-5.00243359827111
ZNF44,1.03765964307146
TRAPPC6A,1.28323570071748
PRKAA2,-0.869308314419972
ZNF792,1.39443224974958
CDKN2AIP,-0.488408360481469
NINL,1.74374710076812
PLAG1,1.03554279223921
CEP68,0.568102331041525
ZDHHC24,-5.50651478078326
HBP1,1.39838980882552
PSORS1C1,1.18495281180996
KCP,5.92248032169264
JPT2,-0.823392454193934
FBXO45,-1.4202261374866
BOD1,0.494125020451082
MMP15,0.879771643521889
CHCHD4,-0.819679764284733
MICALL1,-0.962757742009534
TP73,-6.55287136912615
FUT4,-5.23133926541797
UFC1,0.530527527294862
SENP3-EIF4A1,-5.46110355116049
CENPE,-1.19608245947998
LIN9,-0.933190694097513
FAM53B,-5.72049069802064
XXYLT1,-0.878586867626549
KRI1,-0.786262286871829
MAPRE3,0.874829572993473
GDPD2,-6.00997986653381
SLC9A1,-6.34066847549497
PCDHGA6,1.4004759948719
MRPS26,-0.615244708091463
PHF7,-5.63376060631784
THEMIS2,1.31987755845766
RAVER1,-1.15718282835363
GLG1,0.779111850729137
KBTBD6,-0.713739586108414
DAGLB,0.754321981764216
HNRNPUL1,-0.856976699696985
DESI2,-1.28246322205634
WARS2,0.498395980540202
TLCD2,1.19498091937674
SMARCD1,-0.52273173914185
MVP,0.727868910055058
PARD3,-0.674598391828221
PPP5D1,-0.589636219517675
PTAR1,-0.424035845195087
KLF9,0.979569015425606
CCDC124,-0.498163060921626
RAD54L2,-0.968633402121353
GALNT6,-5.24447804569807
CLYBL,1.20763327138577
NLRP3,-0.971832974470463
TRAPPC13,-0.532616419949177
NHSL1,-2.73091948279937
LSM4,-0.784726561620947
TPP2,0.405548968410026
KPNA6,-0.719020157384083
SUMF1,1.16878095125055
DYRK1B,1.50071227549968
AOX1,-0.750293011860285
ATP2B4,0.802793201087792
CABLES2,-1.18945410504664
STRN4,-0.716851139816696
TSPAN31,0.963998598820892
GON4L,-0.58590833635558
ARL4C,0.516017338302752
SART3,-0.938479001292338
TMEM19,-0.86880715613648
IFT88,0.825770765091437
CLIP4,0.547183366825407
RTN2,1.07356116675604
PRPF8,-0.717272657711586
ATPSCKMT,-1.19040784261779
RFC1,-0.899847618073578
SEC24D,-0.654266005324255
CABIN1,-1.67731857624343
ANGPT1,0.87737223347505
RPS6KB1,-1.14507126926798
GSDMB,2.4123611682263
ALDH16A1,-1.01765301424099
TRRAP,-5.87205724800483
STRN4,-5.70703799877032
SLFN13,-5.51436585235435
SLC47A1,0.930697693984823
G2E3,-0.984048540749489
WRAP53,-5.31676721797624
FCHSD1,0.960721331056056
RPA1,-0.631356526829783
HBP1,1.50170065985778
PMS1,-0.762064023165071
PRTG,1.26073269316695
ZNF414,0.469090042689947
HNRNPUL1,-1.02988233744633
PLEK2,0.763698034939706
SCN9A,1.19300393804842
GMPR2,0.607788041834824
NT5C2,0.989454218919646
FN3KRP,-0.591355377178556
NPC2,0.974256925066554
PHKG2,-0.893688842686204
MAD1L1,-1.21160656451976
HEXD,0.80229940612788
CMTM3,1.35503459716428
PYCR2,-0.786424598162337
LMF1,1.55669848696891
YIPF4,0.512957603574321
SRRT,-0.789504894479334
CLIC3,1.53805533825937
SRCAP,-0.971888641424283
NAA40,-0.80348886564258
ABCB9,1.15878707846039
ENDOV,0.72665559324586
TCTEX1D2,-0.738614115845184
FBXO17,-2.03892785207242
ABHD4,0.927125230698849
ZCWPW1,1.77121146294089
SP140,1.22667368840581
SRSF1,-0.718562896042851
DTNBP1,0.873674542196384
ZNF589,0.978637270663417
BTBD10,-0.626971702733943
ARMC12,-5.16782099953424
GSTM4,0.353373310560241
CYFIP1,1.02482039052392
LEPROT,0.565569149767692
IGHMBP2,-1.68820992839333
DNM2,-0.747126629351835
KANSL1L,0.678441781230593
LIN52,-1.1349266439755
OPN3,0.751322819908836
SCAPER,-1.02524767750818
DNHD1,1.11552107247787
SPATS2,-0.888352966731322
CEP152,-1.23549701344263
METTL4,-6.17675614998894
DECR2,0.868514863403913
GALT,0.895139313097827
PABPN1,-0.912687877563433
BBS4,0.7412172978829
HAUS5,-5.70185833491366
GNPTAB,0.921446300745825
ITSN2,1.00883579730264
SLC38A6,1.06459671269005
CCND3,-1.08401117630106
ADCY3,-1.09245912548524
ZSCAN18,0.615447762416628
DCAF8,1.71909202491216
MYO18A,1.60508734403454
IGFLR1,-5.15754990512572
PANK4,-2.39696648231504
KDM5B,0.515813861575874
HDAC5,1.3320700196253
NBPF3,1.0788110834108
INF2,-5.7758807831762
DNHD1,0.852119664706165
ACACA,-0.991313502372569
CEP152,-1.07896234311895
VAC14,0.930823239466948
RAD50,1.10581617932978
SRCAP,-1.16355655367211
ZNF286B,-6.51285104652623
PSMD1,-0.949869466716406
INTS3,0.557841719495324
SPATA7,0.958645377398395
ITSN2,0.79743432345295
SLC26A11,1.77745332602164
TTC12,1.25862534770314
PANK4,-1.5502406457101
ASCC1,-5.66291517493578
CARS2,0.648463291149776
METTL4,-5.52816484644992
PHKB,0.787883902164446
HEXD,0.737860119194798
DCAF8,0.253177333646482
CEBPZOS,0.712786967990061
M6PR,0.799534480634021
SLC25A5,-0.809673572566458
PTBP1,-1.31831385141986
HMGB3,-0.697654360405726
ABCF2,-0.59433476756372
MRTO4,-5.70594688503394
NCKAP1,0.746094525753898
MTHFD2,-1.22626386737531
RHOA,-0.500784840699217
SDHA,-0.454075734313147
NUDC,-1.70630572555994
SUPT16H,-1.0493909585205
GEMIN2,-0.835080041374017
HNRNPM,-0.515160321398065
RANBP1,-1.47949345562488
NOP56,-1.01358517472419
CHMP4B,0.488427746402074
PSMD7,-0.791958271014136
BET1,0.663416054289625
EXOSC3,-5.69135927349425
GOSR2,-5.51963824362308
PFN1,-0.494466099002576
PPP6R3,-0.825331922878646
HMGCS1,1.43785657714648
RAD1,-1.06071122415757
ARMC8,-2.31560100865057
ARMC8,-0.421168261351084
ACTR3,-0.521376919492326
PARK7,-0.532288782674852
NEK2,-0.756364366322468
MFSD1,1.07302309825385
TCP1,-0.831623843770543
EXOSC8,-1.41745424858204
TMPO,-1.42453970347193
TMPO,-1.22808126583433
PSPC1,-0.77474887849972
H2BC11,-1.33802797661027
EEF1E1,-1.06341461068144
MSTO1,-0.733709468257771
DUT,-1.07024361184467
SUMF2,0.995588864184331
PHF10,-0.487767203668642
GINS2,-1.32223018269989
SNRPA1,-1.22862405655914
NIP7,-2.51601067947694
CCT7,-0.526744605553946
CCDC90B,0.659204928528687
SDCBP,0.674958440295901
DUSP5,1.18456701751408
HNRNPD,-0.616166045368527
TPM3,-0.81312186827651
SRP9,-0.964501202885395
HSPD1,-5.91273732504544
RPL32,-5.73532049789893
WTAP,-0.398554377986725
MRRF,1.36240521417628
GSTO1,1.02039824592123
SERPINH1,0.970353429267429
CCT5,-0.782375336300494
EIF4E,-1.20058851529414
EEF1A1,1.33482884768752
H2BC5,-1.82353663177679
DONSON,-0.925134689250618
DONSON,-1.16536635264626
DONSON,-1.69550612266154
FAM207A,-5.43831024324281
LSM12,-0.846756679934041
LARP4,-1.7642683921705
RPL26,-0.68740494333856
H2AZ1,-0.890891930599799
HMGB2,-0.848762686283773
LSM6,-0.755528181915602
CENPN,-1.62345690497817
CENPN,-1.18303501262282
FN3K,1.0320964418757
TSR1,-0.627591874614078
MFF,1.80164519770708
TRMT112,-1.26597096589276
RALGAPA1,-5.37827067921336
RPL4,0.53149309582764
TGIF1,0.726336981295916
POLR2L,-1.00276709326814
C2orf69,-1.17425214623396
MRFAP1,-0.985517594992808
H2AC6,1.30847349129817
GLRX5,-0.648003960133511
ALYREF,-0.829911326701051
H2BC13,-1.50848749086007
TOMM7,0.706488361419913
HNRNPAB,-1.434504405531
SDAD1,1.1411471239485
MDM4,1.11907735868323
TSEN15,-0.591651890856588
TSEN15,-0.686285006256992
RUNDC1,-0.462320330329751
MZT1,-6.21610293528932
DHFR,-1.55030474515845
DHFR,-1.43020464698938
NBPF15,0.586859086919278
H2AC15,-1.71326616296815
H2BC3,-1.62124641874587
FNTA,0.637282927769503
YBX1,-0.591557931496886
HNRNPH1,-0.69143807040907
HNRNPH1,-0.955760425929817
HNRNPH1,-0.686036604698466
HNRNPH1,-0.99672630068967
HNRNPC,-0.883836754854952
HDAC5,1.36277680641676
SATB2,0.805968880323234
GOLGA5,1.27018133309336
HDHD2,0.566397343050604
HDAC5,0.906407658439026
AAMP,0.0
AARS1,0.0
AATF,0.0
ABCC2,0.0
ABCC5,0.0
ABCE1,0.0
ABCF3,0.0
ABCG2,0.0
ABCG2,0.0
ABHD6,0.0
ABL1,0.0
ACAT2,0.0
ACBD3,0.0
ACD,0.0
ACLY,0.0
ACOT9,0.0
ACSL1,0.0
ACTB,0.0
ACTR10,0.0
ADAM10,0.0
ADARB1,0.0
ADAT1,0.0
COQ8A,0.0
ADI1,0.0
ADK,0.0
ADM,0.0
ADO,0.0
ADRB2,0.0
GRK2,0.0
ADSL,0.0
AFAP1L2,0.0
AFMID,0.0
AGPAT2,0.0
AGRN,0.0
AGTRAP,0.0
AKAP17A,0.0
AKAP8,0.0
AKAP8L,0.0
AKR1B1,0.0
AKR1C3,0.0
AKT1,0.0
AKT2,0.0
ALDH18A1,0.0
ALDH2,0.0
ALDH4A1,0.0
ALDH7A1,0.0
ALDH9A1,0.0
ALDOA,0.0
ALG11,0.0
AMMECR1L,0.0
ANAPC1,0.0
ANAPC11,0.0
ANKRD17,0.0
ANKRD20A11P,0.0
ANKRD20A17P,0.0
ANKRD27,0.0
ANKRD36B,0.0
ANO10,0.0
ANXA5,0.0
ANXA7,0.0
AP1S1,0.0
AP2A2,0.0
AP2M1,0.0
AP3B1,0.0
AP4M1,0.0
APBA3,0.0
APBB2,0.0
APOBEC3G,0.0
COA8,0.0
APP,0.0
APPL1,0.0
AREG,0.0
ARF1,0.0
ARF5,0.0
ARFGAP1,0.0
ARFGAP3,0.0
ARFGEF2,0.0
ARFIP2,0.0
ARHGAP1,0.0
ARHGEF12,0.0
ARHGEF2,0.0
ARID4B,0.0
ARL6IP4,0.0
ARPC4,0.0
ARPC5,0.0
ARPP19,0.0
ARSL,0.0
ASAH1,0.0
GET3,0.0
ASPM,0.0
ATF1,0.0
ATF5,0.0
ATF6,0.0
ATF6B,0.0
ATG3,0.0
ATIC,0.0
ATMIN,0.0
ATP11B,0.0
ATP1B1,0.0
ATP2C1,0.0
ATP5F1C,0.0
ATP5F1D,0.0
ATP5MC2,0.0
ATP5MC3,0.0
ATP5PD,0.0
ATP5ME,0.0
ATP5MF,0.0
ATP5PO,0.0
DMAC2L,0.0
ATP6V0B,0.0
