Gene_Symbol,log2FoldChange
ATP6V0C,0.0
ATP6V0D1,0.0
ATP6V1D,0.0
ATXN3,0.0
AZIN1,0.0
B2M,0.0
B3GALT5,0.0
B4GALT5,0.0
BACE2,0.0
BAG3,0.0
BAG6,0.0
BAMBI,0.0
BANF1,0.0
BCAP31,0.0
BCAT2,0.0
BCL2,0.0
BCL2L2,0.0
BCL2L2-PABPN1,0.0
BCL7B,0.0
BDH1,0.0
BECN1,0.0
BHLHE40,0.0
BIRC2,0.0
BIRC5,0.0
BLMH,0.0
BLOC1S1,0.0
BLOC1S4,0.0
BLVRA,0.0
BMI1,0.0
BMP4,0.0
BNIP3L,0.0
BOP1,0.0
BRD4,0.0
BSG,0.0
BTBD1,0.0
BTBD3,0.0
BTN3A2,0.0
BYSL,0.0
BZW2,0.0
BORCS7,0.0
C11orf68,0.0
TMEM263,0.0
C12orf57,0.0
C14orf119,0.0
GON7,0.0
RTRAF,0.0
CFAP20,0.0
TRIR,0.0
MICOS13,0.0
C1D,0.0
C1orf131,0.0
C1orf43,0.0
C1R,0.0
CFB,0.0
C2CD2,0.0
C2orf76,0.0
C5,0.0
C6orf120,0.0
SNHG32,0.0
C6orf62,0.0
CAB39,0.0
CALM1,0.0
CALM2,0.0
CALM3,0.0
CALR,0.0
CALU,0.0
CAMSAP2,0.0
CANT1,0.0
CAPN1,0.0
CAPNS1,0.0
CASC3,0.0
CASK,0.0
CASP10,0.0
CASP2,0.0
CASP3,0.0
CASP7,0.0
CASP8,0.0
CASP9,0.0
CAT,0.0
CBR1,0.0
CBWD1,0.0
CCDC130,0.0
CCDC85B,0.0
CCDC86,0.0
CCDC92,0.0
CCNA2,0.0
CCNB2,0.0
CCND1,0.0
CCNG1,0.0
CCNO,0.0
CCT2,0.0
CCT3,0.0
CD226,0.0
CD2BP2,0.0
CD320,0.0
CD40,0.0
CD44,0.0
CD46,0.0
CD74,0.0
CD8A,0.0
CDC25B,0.0
CDC26,0.0
CDC34,0.0
CDCA4,0.0
CDIPT,0.0
CDK11A,0.0
CDK11B,0.0
CDK4,0.0
CDK5,0.0
CDK5R1,0.0
CDK6,0.0
CDKN1B,0.0
CDKN1C,0.0
CEBPD,0.0
CEBPZ,0.0
CENPA,0.0
CENPW,0.0
CEP57,0.0
CETN3,0.0
CFH,0.0
CFL1,0.0
CFLAR,0.0
CFLAR,0.0
CGGBP1,0.0
CGRRF1,0.0
CHAC1,0.0
CHD4,0.0
CHD4,0.0
CHEK1,0.0
CHEK2,0.0
CHERP,0.0
CHIC2,0.0
CHMP2A,0.0
CHMP2B,0.0
CHMP6,0.0
CHN1,0.0
CHPF2,0.0
CHST15,0.0
CHST15,0.0
CHUK,0.0
CIAPIN1,0.0
CIRBP,0.0
CISD1,0.0
CKLF,0.0
CLASP1,0.0
CLPX,0.0
CLSTN1,0.0
CLTC,0.0
CNEP1R1,0.0
CNOT10,0.0
CNOT4,0.0
CNOT8,0.0
CNPY3,0.0
COASY,0.0
COG5,0.0
COL12A1,0.0
COL1A1,0.0
COL4A1,0.0
COL4A2,0.0
COL5A1,0.0
COMMD3,0.0
COPB2,0.0
COPS3,0.0
COPS5,0.0
COPS7A,0.0
COPZ1,0.0
COQ5,0.0
COX4I1,0.0
COX6B1,0.0
COX7A2,0.0
COX7B,0.0
COX7C,0.0
CPNE1,0.0
CPNE1,0.0
CPNE3,0.0
CPSF1,0.0
CPSF7,0.0
CRADD,0.0
CREBBP,0.0
CREG1,0.0
CRK,0.0
CRTC1,0.0
CSF3,0.0
CSNK1D,0.0
CSNK2A2,0.0
CSNK2B,0.0
CST6,0.0
CTBP1,0.0
CTNNAL1,0.0
CTNNB1,0.0
CTSD,0.0
CTTN,0.0
CUTA,0.0
CXXC1,0.0
CYB561,0.0
CYCS,0.0
CYP1A1,0.0
CYP2E1,0.0
CYP2U1,0.0
DAD1,0.0
DAPK1,0.0
DARS2,0.0
DAXX,0.0
DCAF6,0.0
DCK,0.0
DCP2,0.0
DCTD,0.0
DCTN6,0.0
DCUN1D4,0.0
DDB2,0.0
DDIT4,0.0
DDX39B,0.0
DDX42,0.0
DDX46,0.0
DDX47,0.0
DDX55,0.0
DEF6,0.0
DEPDC1B,0.0
DFFA,0.0
DFFB,0.0
DHRS2,0.0
DHRS7,0.0
DHX16,0.0
DKC1,0.0
DLAT,0.0
DLG4,0.0
DMTF1,0.0
DMXL2,0.0
DNAJA1,0.0
DNAJA2,0.0
DNAJA3,0.0
DNAJB11,0.0
DNAJB14,0.0
DNAJB6,0.0
DNAJC11,0.0
DNAJC3,0.0
DNM1,0.0
DNM1L,0.0
DNMT3A,0.0
DNTTIP2,0.0
DXO,0.0
DPH5,0.0
DPM1,0.0
DPM2,0.0
DRAP1,0.0
DSG2,0.0
DTD2,0.0
DUS1L,0.0
DUSP1,0.0
DUSP11,0.0
DUSP22,0.0
DUSP6,0.0
DVL2,0.0
DYNLL1,0.0
DYNLT3,0.0
DYRK3,0.0
E2F1,0.0
EAF2,0.0
EBNA1BP2,0.0
EBP,0.0
ECD,0.0
EDEM1,0.0
EDF1,0.0
EDN1,0.0
EED,0.0
EEF2,0.0
EFNB1,0.0
EGF,0.0
EGLN2,0.0
EGR1,0.0
EIF1,0.0
EIF2S1,0.0
EIF2S2,0.0
EIF3C,0.0
EIF3D,0.0
EIF3I,0.0
EIF3L,0.0
EIF4A1,0.0
EIF5B,0.0
ELAC2,0.0
ELAVL1,0.0
ELF2,0.0
ELK3,0.0
ELOF1,0.0
ELOVL1,0.0
ELOVL6,0.0
EMC2,0.0
EML2,0.0
ENO1,0.0
ENO2,0.0
ENOPH1,0.0
ENOSF1,0.0
ENY2,0.0
EP300,0.0
EPHB2,0.0
EPRS1,0.0
ERBB3,0.0
ERCC2,0.0
ERCC3,0.0
ERCC5,0.0
ERCC8,0.0
ERLIN1,0.0
ERO1A,0.0
ERO1B,0.0
ETFA,0.0
ETFB,0.0
ETS1,0.0
ETV1,0.0
EXOC1,0.0
EXOC8,0.0
EXOSC4,0.0
EXOSC7,0.0
EXOSC9,0.0
EXT1,0.0
F3,0.0
FAH,0.0
FAIM,0.0
FAM161B,0.0
FAM168B,0.0
FAM174A,0.0
FAM222B,0.0
SHLD2,0.0
DENND10,0.0
FAM50A,0.0
TLCD3A,0.0
MINDY1,0.0
DIPK1A,0.0
FAS,0.0
FASTKD3,0.0
FASTKD5,0.0
FAT1,0.0
FBL,0.0
FBXL12,0.0
FBXL3,0.0
FBXO11,0.0
FBXO21,0.0
FBXO7,0.0
FDFT1,0.0
FEM1B,0.0
FEZ2,0.0
FGF7,0.0
FHL2,0.0
FKBP14,0.0
FKBP8,0.0
FLOT1,0.0
FOSL1,0.0
FOXJ3,0.0
FOXM1,0.0
FOXO3,0.0
FPGS,0.0
FRS2,0.0
FSD1,0.0
FTSJ3,0.0
FUT1,0.0
FYN,0.0
FZD1,0.0
G6PC3,0.0
G6PD,0.0
GAA,0.0
GABARAPL1,0.0
GAD1,0.0
GADD45A,0.0
GADD45B,0.0
GANAB,0.0
GARS1,0.0
CASTOR3,0.0
GDPD1,0.0
GDPD5,0.0
GFOD1,0.0
GFOD1,0.0
GFOD2,0.0
GGCX,0.0
GIT1,0.0
GJA1,0.0
GJB2,0.0
GKAP1,0.0
GLA,0.0
GLUD1,0.0
GMCL1,0.0
GMFB,0.0
GMNN,0.0
GNA15,0.0
GNAS,0.0
RACK1,0.0
GNB5,0.0
GNMT,0.0
GOLT1B,0.0
GOT1,0.0
GPBP1L1,0.0
GPC1,0.0
GPI,0.0
ADGRG1,0.0
GPX4,0.0
GRB10,0.0
GRB2,0.0
GRN,0.0
GRSF1,0.0
GRWD1,0.0
GSK3A,0.0
GSK3B,0.0
GSPT1,0.0
GSS,0.0
GSTM2,0.0
GSTP1,0.0
GSTZ1,0.0
GTF2B,0.0
GTF2E2,0.0
GTF2H2C,0.0
GTF3C2,0.0
GTF3C5,0.0
GTPBP8,0.0
GUSB,0.0
GYG1,0.0
HACL1,0.0
HADHA,0.0
HAUS3,0.0
HBEGF,0.0
HDAC1,0.0
HDAC2,0.0
HDGFL2,0.0
HDGFL3,0.0
HDLBP,0.0
HEATR1,0.0
HEATR5A,0.0
HEBP1,0.0
HERC6,0.0
HERPUD1,0.0
HES1,0.0
HEXB,0.0
MFSD14A,0.0
HIF1A,0.0
H2BC12,0.0
H4C5,0.0
H4C11,0.0
HK1,0.0
HLA-A,0.0
HLA-B,0.0
HLA-C,0.0
HLA-DQB1,0.0
HLA-DRA,0.0
HLA-DRB1,0.0
HMG20B,0.0
HMMR,0.0
HNRNPA2B1,0.0
HNRNPA3,0.0
HOMER2,0.0
HOXA10,0.0
HP1BP3,0.0
HS2ST1,0.0
HS3ST3A1,0.0
HS6ST1,0.0
HSD17B10,0.0
HSD17B11,0.0
HSP90AB1,0.0
HSPA13,0.0
HSPA1B,0.0
HSPB11,0.0
HSPG2,0.0
HTATSF1,0.0
HTRA1,0.0
HUWE1,0.0
HYPK,0.0
IARS2,0.0
ICAM1,0.0
MRPL58,0.0
IDE,0.0
IER2,0.0
IFI30,0.0
IFIT1,0.0
IFIT2,0.0
IFIT3,0.0
IFITM1,0.0
IFNAR1,0.0
IGF2BP2,0.0
IGF2R,0.0
IGFBP1,0.0
IGFBP3,0.0
IGFBP4,0.0
IGFBP6,0.0
ELP1,0.0
IKBKB,0.0
IKBKE,0.0
IKBKG,0.0
IL13RA1,0.0
IL1B,0.0
IL4R,0.0
IL6,0.0
IL7R,0.0
ILF2,0.0
ILK,0.0
IMPA1,0.0
INAFM1,0.0
INHBB,0.0
INPP1,0.0
INPP4B,0.0
INPP5E,0.0
INTS8,0.0
INTS9,0.0
IPO13,0.0
IPO5,0.0
IQGAP1,0.0
IRAK4,0.0
IRF7,0.0
IRS1,0.0
ISG15,0.0
ISG20L2,0.0
ISOC1,0.0
ITFG1,0.0
ITGA1,0.0
ITGAE,0.0
ITGB1,0.0
ITGB1BP1,0.0
ITGB3BP,0.0
ITGB5,0.0
ITM2C,0.0
JAK1,0.0
JAK2,0.0
JMJD6,0.0
JTB,0.0
JUNB,0.0
KAT6A,0.0
KAT8,0.0
KCNK1,0.0
KCNMB3,0.0
KCNQ3,0.0
KCTD2,0.0
KCTD5,0.0
KDELR1,0.0
KDELR2,0.0
KDM3A,0.0
KDM5A,0.0
KEAP1,0.0
PCLAF,0.0
WASHC5,0.0
KIAA0355,0.0
KHDC4,0.0
WASHC4,0.0
KIFBP,0.0
KIF11,0.0
KIF14,0.0
KIF2C,0.0
KIF5B,0.0
KLHDC2,0.0
KLHDC3,0.0
KMT2C,0.0
KMT2E,0.0
KPNA2,0.0
KPNA3,0.0
KRT7,0.0
KTN1,0.0
L1CAM,0.0
LAGE3,0.0
LAMA3,0.0
LAMB2,0.0
LAMB3,0.0
LAMC1,0.0
LAMP1,0.0
LAP3,0.0
LARS1,0.0
LAS1L,0.0
LBR,0.0
LCMT2,0.0
LDHA,0.0
LGALS8,0.0
LGMN,0.0
LIG4,0.0
LINC00623,0.0
LINC00869,0.0
LIPA,0.0
OLMALINC,0.0
TEX48,0.0
AC093157.1,0.0
SRGAP2C,0.0
LSP1P4,0.0
AC106795.1,0.0
LONP1,0.0
LOXL1,0.0
LPAR2,0.0
LPGAT1,0.0
LRIF1,0.0
LRP10,0.0
LRPAP1,0.0
LRRC15,0.0
CARMIL1,0.0
LSM14A,0.0
LSM5,0.0
LSM7,0.0
LYRM1,0.0
LZTR1,0.0
MACF1,0.0
MAD2L1,0.0
MAEA,0.0
MALT1,0.0
MAML1,0.0
MAN2A2,0.0
MAN2B1,0.0
MAP2,0.0
MAP2K3,0.0
MAP2K5,0.0
MAP3K4,0.0
MAP4K4,0.0
MAP7,0.0
MAPK1,0.0
MAPK1,0.0
MAPK13,0.0
MAPK14,0.0
MAPK1IP1L,0.0
MAPK9,0.0
MAPKAPK2,0.0
MAPKAPK3,0.0
MAPKAPK5,0.0
MAPRE1,0.0
MAPT,0.0
MARCKS,0.0
MARK4,0.0
MAST2,0.0
MAZ,0.0
MBD3,0.0
MBNL1,0.0
MBNL2,0.0
MCL1,0.0
MDH1,0.0
ME2,0.0
MEA1,0.0
MED1,0.0
MED21,0.0
MEF2D,0.0
MELK,0.0
MEN1,0.0
MET,0.0
METRN,0.0
METTL2B,0.0
MFAP1,0.0
GLIDR,0.0
MIF,0.0
MKNK1,0.0
MLEC,0.0
MLH1,0.0
MLLT11,0.0
MLX,0.0
MMACHC,0.0
MMS19,0.0
MNAT1,0.0
MNX1,0.0
MOB1B,0.0
MOK,0.0
MORF4L1,0.0
MPC2,0.0
MPHOSPH9,0.0
MRE11,0.0
MRPL12,0.0
MRPL13,0.0
MRPL15,0.0
MRPL19,0.0
MRPL24,0.0
MRPL27,0.0
MRPL28,0.0
MRPL37,0.0
MRPL42,0.0
MRPL53,0.0
MRPS17,0.0
MRPS2,0.0
MRPS23,0.0
MRPS28,0.0
MRPS30,0.0
MRPS34,0.0
MRS2,0.0
MSH6,0.0
MSMO1,0.0
MSRA,0.0
MT1E,0.0
MT1X,0.0
MT2A,0.0
MTA1,0.0
MTERF3,0.0
MTF2,0.0
MTHFD1,0.0
MTIF2,0.0
MTMR2,0.0
MTMR4,0.0
MTMR6,0.0
MUC1,0.0
MUTYH,0.0
MX1,0.0
MYB,0.0
MYC,0.0
MYL9,0.0
MYLK,0.0
MYO1C,0.0
NADK,0.0
NAE1,0.0
NAPA,0.0
CIAO3,0.0
RAB34,0.0
NARS1,0.0
NBN,0.0
NCAPD2,0.0
NCAPG,0.0
NCBP1,0.0
NCK1,0.0
NCK2,0.0
NCOA1,0.0
NCOA1,0.0
NCOA1,0.0
NCOA3,0.0
NDRG1,0.0
NDST2,0.0
NDUFA1,0.0
NDUFA13,0.0
NDUFA8,0.0
NDUFS8,0.0
NDUFV2,0.0
NENF,0.0
NFATC3,0.0
NFATC4,0.0
NFE2L2,0.0
NFIL3,0.0
NFKB1,0.0
NFKB2,0.0
NFKBIA,0.0
NFKBIE,0.0
NFRKB,0.0
NHP2,0.0
NIF3L1,0.0
NIPBL,0.0
NIPSNAP1,0.0
NIT1,0.0
NMT1,0.0
NNT,0.0
NOC3L,0.0
NOLC1,0.0
NOP2,0.0
NOSIP,0.0
NPDC1,0.0
NPEPL1,0.0
NPRL2,0.0
NQO1,0.0
NQO2,0.0
NR1H2,0.0
NR2F6,0.0
NR3C1,0.0
NRAS,0.0
NRBF2,0.0
NRIP1,0.0
NSMF,0.0
NT5C,0.0
NTN5,0.0
NUCB2,0.0
NUDT9,0.0
NUP107,0.0
NUP133,0.0
NUP37,0.0
NUP62,0.0
NUP85,0.0
NUP88,0.0
NUP93,0.0
NUS1,0.0
OCIAD1,0.0
OGG1,0.0
OMA1,0.0
OPHN1,0.0
ORC1,0.0
ORC4,0.0
ORMDL2,0.0
OS9,0.0
OSBPL10,0.0
OSGIN1,0.0
OST4,0.0
OTUB1,0.0
OTUD5,0.0
OTUD6B,0.0
OTX1,0.0
OXA1L,0.0
OXCT1,0.0
OXR1,0.0
OXSR1,0.0
P2RX4,0.0
P4HA2,0.0
P4HTM,0.0
PA2G4,0.0
PACSIN3,0.0
PAFAH1B1,0.0
PAFAH1B3,0.0
PAIP1,0.0
PAK1,0.0
PAK4,0.0
PAK6,0.0
PAM16,0.0
TENT4A,0.0
PAXIP1,0.0
PCBP2,0.0
PCMT1,0.0
PCNA,0.0
PCSK6,0.0
PDE2A,0.0
PDHX,0.0
PDIA4,0.0
PDIA5,0.0
PDLIM1,0.0
PDS5A,0.0
PDZD11,0.0
PEX11A,0.0
PFDN2,0.0
PFKL,0.0
PGM1,0.0
PGM3,0.0
PGRMC1,0.0
JADE2,0.0
PHF20,0.0
PHGDH,0.0
PHLDA2,0.0
PHLDA3,0.0
PI4KA,0.0
PIAS1,0.0
PIGC,0.0
PIH1D1,0.0
PIK3C2A,0.0
PIK3C2B,0.0
PIK3C3,0.0
PIK3CA,0.0
PIN1,0.0
PIP4K2B,0.0
PITPNA,0.0
PLA2G15,0.0
PLAC1,0.0
PLAU,0.0
PLAUR,0.0
PLCB3,0.0
PLCG1,0.0
PLD2,0.0
PLEKHJ1,0.0
PLK1,0.0
PLOD3,0.0
PLP2,0.0
PLS1,0.0
PLSCR1,0.0
PMAIP1,0.0
PMM2,0.0
PNKP,0.0
POGZ,0.0
POLB,0.0
POLDIP2,0.0
POLG2,0.0
POLR1C,0.0
POLR2E,0.0
POLR2I,0.0
PON2,0.0
POP4,0.0
POP5,0.0
POT1,0.0
POU2F1,0.0
AC010442.1,0.0
PPAN,0.0
PPARA,0.0
PPIB,0.0
PPIC,0.0
PPID,0.0
PPIE,0.0
PPIF,0.0
PPIL3,0.0
PPP1R13B,0.0
PPP1R15B,0.0
PPP1R21,0.0
PPP2CA,0.0
PPP2R1A,0.0
PPP2R3C,0.0
PTPA,0.0
PPP2R5E,0.0
PPWD1,0.0
PRCC,0.0
PRDM8,0.0
PRDX1,0.0
PRKACA,0.0
PRKACB,0.0
PRKAG1,0.0
PRKAG2,0.0
PRKCA,0.0
PRKCD,0.0
PRKCH,0.0
PRKX,0.0
PRNP,0.0
PROS1,0.0
PRPF38A,0.0
PRPF38B,0.0
PRPF39,0.0
PRPF4,0.0
PRPS1,0.0
PRR11,0.0
PRR7,0.0
PRSS23,0.0
PRUNE1,0.0
PSAP,0.0
PSEN1,0.0
PSENEN,0.0
PSMA1,0.0
PSMA7,0.0
PSMB1,0.0
PSMB2,0.0
PSMB4,0.0
PSMC3,0.0
PSMC6,0.0
PSMD10,0.0
PSMD2,0.0
PSME1,0.0
PSME2,0.0
PSMF1,0.0
PSMG1,0.0
PTEN,0.0
PTGS2,0.0
PTHLH,0.0
PTK2,0.0
PTK2B,0.0
HACD3,0.0
PTPN1,0.0
PTPN11,0.0
PTPN12,0.0
PTPRG,0.0
PTPRK,0.0
PTS,0.0
PTTG1,0.0
PUS7,0.0
PVR,0.0
PVR,0.0
NECTIN2,0.0
PWP2,0.0
PXMP2,0.0
PXN,0.0
PYCARD,0.0
PYGL,0.0
PYROXD1,0.0
RAB11FIP2,0.0
RAB21,0.0
RAB34,0.0
RAB4A,0.0
RAB5A,0.0
RAB9A,0.0
RAC2,0.0
RAD23A,0.0
RAD9A,0.0
RAI14,0.0
RALA,0.0
RALGDS,0.0
RALY,0.0
RARA,0.0
RARG,0.0
PLAAT4,0.0
RASA1,0.0
RASSF7,0.0
RB1,0.0
RBKS,0.0
RBL2,0.0
RBM12,0.0
RBM15B,0.0
RBM19,0.0
RBM34,0.0
RBM6,0.0
RBX1,0.0
RECQL,0.0
REEP5,0.0
RER1,0.0
RFC2,0.0
RFC5,0.0
RFNG,0.0
RHOT2,0.0
RIC8A,0.0
RINT1,0.0
RIT1,0.0
RLIM,0.0
RNF13,0.0
RNF167,0.0
RNF181,0.0
RNH1,0.0
RNPS1,0.0
RPA2,0.0
RPA3,0.0
RPAP3,0.0
RPF2,0.0
RPIA,0.0
RPL12,0.0
RPL13A,0.0
RPL18,0.0
RPL23,0.0
RPL27,0.0
RPL31,0.0
RPL36,0.0
RPL36A,0.0
HNRNPH2,0.0
RPL36A-HNRNPH2,0.0
RPL39L,0.0
RPL41,0.0
RPL6,0.0
RPL7A,0.0
RPL9,0.0
RPN1,0.0
RPS12,0.0
RPS15,0.0
RPS15A,0.0
RPS2,0.0
RPS21,0.0
RPS27A,0.0
RPS27L,0.0
RPS28,0.0
RPS5,0.0
RPS6KA1,0.0
RPS6KB2,0.0
RPSA,0.0
RPUSD1,0.0
RRAGA,0.0
RRP12,0.0
RRP1B,0.0
RRP8,0.0
RRS1,0.0
RSRC2,0.0
RSU1,0.0
RTN4,0.0
RUNX1,0.0
RUNX1,0.0
RYK,0.0
S100A4,0.0
SAAL1,0.0
SACM1L,0.0
SCAF11,0.0
SCAND1,0.0
SCCPDH,0.0
SCNM1,0.0
SCO1,0.0
SCRN1,0.0
SCYL2,0.0
SCYL3,0.0
SEC16A,0.0
SEC24A,0.0
SEC61A1,0.0
SEC61G,0.0
SEH1L,0.0
SELENOK,0.0
SELENOT,0.0
SENP6,0.0
SELENOF,0.0
SEPTIN2,0.0
SELENOF,0.0
SERPINE1,0.0
SETD1B,0.0
SETD5,0.0
SF3B1,0.0
SGCB,0.0
SGK1,0.0
SGO2,0.0
SH3KBP1,0.0
SHC1,0.0
SHMT2,0.0
SIAH2,0.0
SIL1,0.0
SIRT3,0.0
SIX5,0.0
SKIV2L,0.0
SLC10A7,0.0
SLC11A2,0.0
SLC16A5,0.0
SLC16A7,0.0
SLC1A4,0.0
SLC22A5,0.0
SLC25A11,0.0
SLC25A13,0.0
SLC25A14,0.0
SLC25A32,0.0
SLC25A4,0.0
SLC25A40,0.0
SLC25A46,0.0
SLC27A5,0.0
SLC2A6,0.0
SLC30A7,0.0
SLC30A9,0.0
SLC33A1,0.0
SLC35A1,0.0
SLC35A4,0.0
SLC35A5,0.0
SLC35B1,0.0
SLC35F2,0.0
SLC37A4,0.0
SLC38A2,0.0
SLC39A6,0.0
SLC4A5,0.0
SLC52A2,0.0
SLC6A8,0.0
SLC9A6,0.0
SLIT2,0.0
SLITRK5,0.0
SLK,0.0
PRELID3B,0.0
SMAD3,0.0
SMAD4,0.0
SMAD5,0.0
SMAGP,0.0
SMAP1,0.0
SMARCA4,0.0
SMARCC1,0.0
SMC1A,0.0
SMC3,0.0
SMNDC1,0.0
SMPD1,0.0
SMYD5,0.0
SNAPC4,0.0
SNAPIN,0.0
SNCA,0.0
SNF8,0.0
SNHG6,0.0
SNRPA,0.0
SNRPD1,0.0
SNRPE,0.0
SNX13,0.0
SNX7,0.0
SOCS2,0.0
SOD2,0.0
SOX4,0.0
SPAG4,0.0
SPAG7,0.0
SPANXA2,0.0
SPANXB1,0.0
SPAST,0.0
SPATA5L1,0.0
SPCS1,0.0
SPDEF,0.0
SPEN,0.0
SPG21,0.0
SPHK2,0.0
SPIN1,0.0
SPR,0.0
SPRED2,0.0
SPTAN1,0.0
SPTBN1,0.0
SPTBN5,0.0
SPTLC2,0.0
SQLE,0.0
SQOR,0.0
SQSTM1,0.0
SRFBP1,0.0
SRI,0.0
SRP54,0.0
SRPRA,0.0
SRRM2,0.0
SRSF5,0.0
SSNA1,0.0
SSR1,0.0
SSR3,0.0
SSR4,0.0
SSRP1,0.0
ST3GAL2,0.0
ST3GAL5,0.0
ST7,0.0
STAG2,0.0
STAM,0.0
STAMBP,0.0
STAT1,0.0
STAT3,0.0
STAT5A,0.0
STC1,0.0
STK10,0.0
STK11,0.0
STK25,0.0
STK32C,0.0
STOML2,0.0
STRBP,0.0
STUB1,0.0
STX18,0.0
STX1A,0.0
STXBP1,0.0
SUCLA2,0.0
SUMO1,0.0
SUMO2,0.0
SUPV3L1,0.0
SURF1,0.0
SURF2,0.0
SURF4,0.0
KMT5B,0.0
SYNE2,0.0
SYPL1,0.0
TAF12,0.0
TAF1D,0.0
TAF7,0.0
TALDO1,0.0
TARBP1,0.0
TARS1,0.0
TARS2,0.0
TAS2R19,0.0
TAS2R30,0.0
TAS2R31,0.0
TAS2R43,0.0
TAS2R50,0.0
TATDN2,0.0
TBC1D7,0.0
TBC1D9B,0.0
TBCA,0.0
TBCB,0.0
TBPL1,0.0
TBRG4,0.0
TCEA1,0.0
TCEA2,0.0
ELOC,0.0
ELOB,0.0
TCERG1,0.0
TCFL5,0.0
TDP2,0.0
TERT,0.0
TES,0.0
TESK1,0.0
TFAM,0.0
TFAP2A,0.0
TFCP2,0.0
TGFBR2,0.0
THBD,0.0
THOC1,0.0
THOC6,0.0
THRA,0.0
TIAM1,0.0
TIMELESS,0.0
TIMM22,0.0
TIMM9,0.0
TIMP1,0.0
TIMP2,0.0
TINF2,0.0
TJP1,0.0
TLE1,0.0
TLR3,0.0
TLR4,0.0
TM9SF2,0.0
TM9SF3,0.0
TMBIM6,0.0
TMC7,0.0
TMC7,0.0
TMED10,0.0
TMED9,0.0
TMEFF1,0.0
STIMATE,0.0
TMEM123,0.0
TMEM128,0.0
TMEM14C,0.0
TMEM184B,0.0
TMEM203,0.0
TMEM251,0.0
TMEM30A,0.0
TMEM41B,0.0
RXYLT1,0.0
TMEM50A,0.0
TMEM50B,0.0
TMEM9B,0.0
TMSB10,0.0
TMX1,0.0
TNFAIP3,0.0
TNFAIP8,0.0
TNFRSF10B,0.0
TNFRSF1A,0.0
TNFRSF21,0.0
TNFSF13,0.0
TNIP1,0.0
TOMM34,0.0
TOMM40,0.0
TOMM70,0.0
TOR1A,0.0
TP53,0.0
TP53BP1,0.0
TP53I3,0.0
TP53INP2,0.0
TPD52L2,0.0
TPRKB,0.0
TRAF6,0.0
TRAK2,0.0
TRAM1,0.0
TRAM2,0.0
TRAP1,0.0
TRAPPC12,0.0
TRAPPC3,0.0
TRAPPC6B,0.0
TRIB3,0.0
TRIM13,0.0
TRIM2,0.0
TRMT10C,0.0
TRMT11,0.0
TRO,0.0
TSC22D2,0.0
TSC22D3,0.0
TSEN2,0.0
TSPAN4,0.0
TSPO,0.0
TSTA3,0.0
TTC19,0.0
TTK,0.0
TUBA1A,0.0
TUBA1B,0.0
TUBA1C,0.0
TUBA4A,0.0
TUBB3,0.0
TUBB6,0.0
TWF2,0.0
TXLNA,0.0
TXNDC9,0.0
TXNL4B,0.0
TXNRD1,0.0
TYK2,0.0
U2AF2,0.0
UAP1,0.0
UBA1,0.0
UBA3,0.0
UBAP2L,0.0
UBC,0.0
UBE2H,0.0
UBE2I,0.0
UBE2Q2,0.0
UBE2T,0.0
UBE2V2,0.0
UBE3C,0.0
UBE4A,0.0
UBL5,0.0
UBQLN2,0.0
UCP2,0.0
UFM1,0.0
UGGT1,0.0
UNC50,0.0
UPF2,0.0
UPP1,0.0
UQCR11,0.0
UQCRC2,0.0
UQCRFS1,0.0
UQCRQ,0.0
USF2,0.0
USP14,0.0
USP18,0.0
USP22,0.0
USP38,0.0
USP5,0.0
USP6NL,0.0
USP7,0.0
UTP14A,0.0
UTP18,0.0
VAMP2,0.0
VAMP7,0.0
VAPB,0.0
VBP1,0.0
VEGFA,0.0
VEZF1,0.0
VMP1,0.0
VPS28,0.0
VPS72,0.0
WASF3,0.0
WASHC1,0.0
WASL,0.0
WDR43,0.0
TBC1D31,0.0
WDR7,0.0
WDR82,0.0
WDTC1,0.0
WFS1,0.0
WIPF2,0.0
WNT9A,0.0
GET1,0.0
WSB2,0.0
XPA,0.0
XPC,0.0
XPNPEP1,0.0
XPO7,0.0
XRCC1,0.0
XRCC5,0.0
XRN2,0.0
YIF1A,0.0
YIPF5,0.0
YKT6,0.0
YME1L1,0.0
YTHDF1,0.0
YWHAG,0.0
YY1,0.0
ZBTB4,0.0
ZC3HC1,0.0
ZCCHC9,0.0
ZDHHC6,0.0
ZEB1,0.0
ZFR,0.0
ZHX1,0.0
ZHX1-C8orf76,0.0
ZMIZ1,0.0
ZMIZ2,0.0
ZMPSTE24,0.0
ZNF131,0.0
ZNF165,0.0
ZNF200,0.0
ZNF274,0.0
ZNF394,0.0
ZNF395,0.0
ZNF451,0.0
ZNF586,0.0
ZNF593,0.0
ZNF692,0.0
ZNF706,0.0
ZUP1,0.0
ZYX,0.0
EIF1,0.0
ATP5MC3,0.0
JARID2,0.0
RETREG2,0.0
SLC38A10,0.0
FARSB,0.0
CAPS2,0.0
PTBP3,0.0
PDCD4,0.0
ECHDC1,0.0
CNKSR3,0.0
PKN2,0.0
ANKRD30B,0.0
VPS4A,0.0
ZNF383,0.0
NDUFAB1,0.0
RBM28,0.0
NHP2,0.0
ZSCAN26,0.0
POLR1B,0.0
KBTBD3,0.0
VANGL2,0.0
SNAP23,0.0
MGST3,0.0
EOGT,0.0
SYNJ1,0.0
PLXND1,0.0
REPS2,0.0
