gene,dataset_name,dataset_dose_name,dataset_dose_units,dataset_response_name,dataset_response_units,dataset_doses,dataset_ns,dataset_stdevs,dataset_means,bmds_model_index,model_name,bmr,distribution,direction,confidence_level,tail_probability,degree,model_class,bmdl,bmd,bmdu,aic,loglikelihood,p_value1,p_value2,p_value3,p_value4,model_dof,residual_of_interest,residual_at_lowest_dose,recommended,recommendation_bin,recommendation_notes,selected
DOCK7_14848,DOCK7_14848,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.13950988413472754,0.1280274828839713,0.49040754078845156,0.666421360814004","-0.006131104391887686,-0.0061790420395493005,-0.47155345870881443,-0.750626639826281",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,1.4162762119643806,1.4521265029907227,1.4611168322605756,1.1193990018192492,3.4403004990903754,1.5249402169792425e-05,0.0006573830744148745,0.9576626606500698,0.10834705672169287,2.0,-1.7246142034655185,-0.2940568325213851,True,Recommended - Lowest AIC,,False
DPM2_1947,DPM2_1947,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.286624851297341,0.6056158596964171,0.37387473505287927,1.1965169329418863","-0.024616967134677873,-0.13094090579976655,-0.38158878504523935,-1.1668770121720424",1,Polynomial 2,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.228007887332138,2.2550511360168457,2.3688934422923675,28.08342075332363,-10.041710376661815,0.0010829223768650253,0.009580456180950159,0.44999014278063987,0.49416157361131163,2.0,-0.7228100958231318,-0.31412988396294517,True,Recommended - Lowest AIC,,False
DPY19L4_26348,DPY19L4_26348,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2467725173729701,0.5718430311316322,0.40318714252722926,0.3966975654954199","-0.019518451274294298,-0.3050511889861744,-0.18966319981398294,1.0563980413897094",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,1.0507194461398401,4.2062955916874305,9.555638400329185,20.135259004012653,-6.0676295020063264,0.0003590819148411306,0.41307413110443325,0.41307413110443325,0.12912009863714224,1.0,-0.5050786753980674,0.8144254654259087,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
DTX2_91500,DTX2_91500,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5213619727217579,0.7058176741652452,0.7627032204166562,0.34219891206436326","-0.08728349753750213,-0.45592009003959766,-0.8957804259258836,-1.258796619157915",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.017836977185724835,0.23795385892612325,2.6201965829607117,39.18592704802423,-15.592963524012116,0.031594490221978244,0.5951810487839229,0.5951810487839229,0.6770628851936389,1.0,-0.24566363587212603,0.06148640810627281,True,Recommended - Lowest BMDL,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
DUSP8_16306,DUSP8_16306,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.22929359566321023,0.2716144269839425,0.33117075800282114,0.37507478914727593","-0.015935368750172273,0.13399630072674473,0.6658857477506647,1.084476244826763",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.06866516972025066,0.18664689738614504,0.8831376483759007,7.951837104477702,0.024081447761148844,5.9957125919996024e-05,0.8665666938512399,0.8665666938512399,0.9610166088429126,1.0,0.041613650406139076,-0.014307050983133627,True,Recommended - Lowest AIC,,False
EDARADD_15013,EDARADD_15013,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3867578553747672,0.20298662326455133,0.4377891990127911,0.7125659315982269","-0.05074903197152581,0.4049762446861715,0.36575662217132626,0.815426896078144",5,Exponential 5,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.3444583293740961,0.9917730093002319,9.853519201759832,30.11349640154416,-11.05674820077208,0.021539400812719434,0.2557517018958718,0.2557517018958718,0.1128380116700981,1.0,-0.2726492934013279,-0.5837775300010486,True,Recommended - Lowest BMDL,,False
EDA_19800,EDA_19800,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.706640026671844,0.6871037659965895,0.6460773282107563,1.384692673835004","-0.14032861881569506,-0.2203591583441141,0.43081685770044703,1.3247801872100402",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,3.2176461663403586,5.124090909957886,12.442671284536718,53.18092484901497,-23.590462424507486,0.07703926003367567,0.4627810194852805,0.4627810194852805,0.618086577054475,2.0,0.8769446895486174,-0.22900216754777225,True,Recommended - Lowest AIC,,False
EDC4_16002,EDC4_16002,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.20315370252358073,0.35488312583468357,0.5051720293257055,0.23244983122362223","-0.012704920213131419,0.24180091213658306,0.08745453754643852,-0.665022427002599",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.6614673045033186,6.114006042480469,8.300264284817834,10.003986439680242,-2.001993219840121,0.0032568976831741647,0.2640801061085112,0.2640801061085112,0.29457417058613034,2.0,-0.003188304606548071,-0.7838311891781039,True,Recommended - Lowest AIC,,False
EDNRA_88670,EDNRA_88670,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.339278530673296,0.28198973901658886,0.5082610677020143,0.8417027818820855","-0.034578798342198395,-0.44538040475147717,-0.42212771820912814,-0.9573418708864437",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.2386190242528006,5.172185897827148,12.700218217856209,30.1046082930457,-12.05230414652285,0.016251002629887656,0.18435944110004598,0.18435944110004598,0.22305140050073557,2.0,-0.7674144916471379,0.9208063478403721,True,Recommended - Lowest AIC,,False
EEF1D_92473,EEF1D_92473,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.7609106207517091,0.6105436370484308,0.5703449382095034,0.47389137455598035","-0.18100860070216498,-0.27054050610183816,-0.545298175406721,-1.4480346098835108",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.207635700532447,5.100992918014526,12.321078573778596,46.24421878880305,-20.122109394401527,0.10059482380686258,0.5031689984080945,0.5031689984080945,0.8348987750412692,2.0,-0.5241242333380368,0.2731338045611956,True,Recommended - Lowest AIC,,False
EFHD1_23189,EFHD1_23189,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2483604050422104,0.1890622147483884,0.525341981325074,1.0380080441267647","-0.018572214339308734,0.08347950579011733,-0.3115182352437637,-1.0842927327306267",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,1.0390553333965917,2.097163200378418,3.960432637042069,17.451081058558582,-4.725540529279291,0.00014169467420432902,0.0030910477602617004,0.6903577686159335,0.647469434975283,2.0,-0.770689280157423,-0.3935293894477857,True,Recommended - Lowest AIC,,False
EGLN3_90114,EGLN3_90114,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.9245104358767272,0.6905877174462464,0.40097428973067684,0.9911697779061999","-0.25728929276315216,-0.6628125927396846,-0.29600987351347874,-2.9094990080107297",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.193546603545979,5.525372624397278,7.1308544363613455,55.6016533219386,-24.8008266609693,0.0012529302313182278,0.29845877215352723,0.29845877215352723,0.7176783861572138,2.0,-0.0011762861634341106,0.3066785960501271,True,Recommended - Lowest AIC,,False
EHD4_23085,EHD4_23085,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3375428468645165,0.37780214017377095,0.2180008178904962,0.5583997393632549","-0.035188948187795804,-0.40997529067720095,-0.7628671247120344,-1.1904235256944387",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.02776226936059683,0.15347914593686124,0.8711905128355371,21.58582127608944,-6.79291063804472,0.0007237562434647682,0.4939124008771898,0.4939124008771898,0.36324215414333283,1.0,-0.5998562199968924,0.16377112104724326,True,Recommended - Lowest AIC,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
EIF1B_26583,EIF1B_26583,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.45010069176204687,0.5427939104555969,0.1724246447398387,0.49373970427842684","-0.06818498913958894,0.4285417171599275,0.07386697922000429,1.2391444521601658",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,2.4454966336878385,3.55064386750566,9.765140961906823,30.47121042522485,-12.235605212612425,0.0017260168072584792,0.27868413698719907,0.27868413698719907,0.18916813743418637,2.0,-0.257755543074905,-0.6755080865945263,True,Recommended - Lowest AIC,,False
EIF2A_90505,EIF2A_90505,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.526021459706183,0.7005202117064188,0.6807244956021286,0.3444745940293102","-0.09564864951596214,0.3601657000974647,-0.47788180458079355,0.9765983176200367",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,2,frequentist_restricted,3.5420788841411848,7.190501689910889,11.416658976861573,40.222507356982675,-17.111253678491337,0.03610306055517787,0.6611632939969392,0.6611632939969392,0.1364404951164886,2.0,0.012660227438311135,-0.07066861093630013,True,Recommended - Lowest AIC,,False
EIF2A_91348,EIF2A_91348,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.676990396936611,0.25500159899738883,0.49661706642965775,0.5969605554076831","-0.1319635798655334,0.3938314576096704,0.3052542792300499,1.0452151265102092",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,3.373621101984645,5.486788749694824,14.540298848044229,42.95845745524781,-18.479228727623905,0.030594458891565424,0.21024880199153584,0.21024880199153584,0.30275195366147367,2.0,0.5752710705572933,-0.8144502976013119,True,Recommended - Lowest AIC,,False
EIF3B_16048,EIF3B_16048,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.19812344132174525,0.18928569566526096,0.3631058765651144,0.7093216019981167","-0.012468453808442791,-0.18595681272060569,-0.35817117770114293,-0.809473426561849",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,1.9383637293871412,2.1504247188568115,3.9017376564201998,10.431356161032685,-1.215678080516342,0.0006884188464341134,0.020643961958018542,0.30601830523595064,0.3430378896250126,2.0,-1.2127719090063547,-0.2583532573971431,True,Recommended - Lowest AIC,,False
ELAC2_2114,ELAC2_2114,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5314561606263739,0.31850683105024447,0.4262148365194047,0.14935727176861655","-0.0935230361899571,-0.34072791426532234,-0.7119660747538505,-0.9642904923487784",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.0159137758571246,0.3092356387821329,266.0567166249135,31.30179834326523,-11.650899171632615,0.009084281351160572,0.07532168370086234,0.07532168370086234,0.7972828123353588,1.0,-0.1619060341984829,0.04245890599925639,True,Recommended - Lowest BMDL,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
ELF2_2118,ELF2_2118,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.45843698515151743,0.27147383802142117,0.5911898402457612,0.6200451791533588","-0.06241406879971508,-0.4837814763800696,0.33520300792779084,1.0858641362950276",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,2.6468444390647985,3.929019450996626,9.821430815152581,34.209533684511804,-14.104766842255902,0.006530320498892128,0.5625801014885305,0.5625801014885305,0.14785770180547375,2.0,1.1247569176438752,0.22317042700005507,True,Recommended - Lowest AIC,,False
ELOVL1_2131,ELOVL1_2131,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.36141012551013746,0.1744482439901433,0.362546962349668,0.17323241236921408","-0.04081018660524053,0.21130592799168543,-0.2807596177928706,-0.6783193282134069",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.035483663617717,4.720940589904785,10.499171657779314,17.3250204942429,-5.66251024712145,0.009559315704781302,0.1831774895522098,0.1831774895522098,0.21410091497261363,2.0,-1.0381959519762898,-0.18689597156661078,True,Recommended - Lowest AIC,,False
EN2_21953,EN2_21953,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5872402472418239,0.3083647473982161,0.2861633868597011,0.8365645621752216","-0.09364869715651758,0.12921632295503246,0.013547257741398375,-1.217520298945482",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.9576851377384417,6.638520956039429,9.546775539968165,38.13705458183746,-16.06852729091873,0.014372771872784074,0.16119537471338208,0.16119537471338208,0.7794989495595241,2.0,-0.002118868132948566,-0.3789314323697484,True,Recommended - Lowest AIC,,False
ENOPH1_2156,ENOPH1_2156,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.29160145707248164,0.6083373219753173,0.22691080373968323,0.20014631711790667","-0.0271703910612795,-0.009365952104797145,-0.16666162463485465,-0.6695670672033344",2,Power,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,3.007340411776431,4.659982222348099,10.238179088393633,14.874884028262356,-4.437442014131178,0.02677067419576451,0.18042116301344135,0.18042116301344135,0.9056177063809221,2.0,-0.39349149783787396,0.08625505700265292,True,Recommended - Lowest AIC,,False
ENTPD7_25904,ENTPD7_25904,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.27524793368844563,0.3266849821245871,0.5856279799747685,0.5075085322716015","-0.023538434193292306,-0.12983780141176193,-0.23002209263872517,-0.962334947921527",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.39852950744806614,1.8027176714590558,9.797230956492905,20.828849888761944,-6.414424944380972,0.010279316576934483,0.43642834300149813,0.43642834300149813,0.6903195103247326,1.0,0.05118575022793578,0.1564994166158861,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
EPB41L1_21364,EPB41L1_21364,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3747254061036601,0.4448505918690028,0.5659631132691527,0.41284429559746966","-0.04673226481108051,-0.3068004840732808,0.28499084732846186,0.7932547323312594",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,2.964364538799267,4.567902967967318,10.00560760657949,26.85800370672718,-10.42900185336359,0.0501448762544916,0.9368456886395505,0.9368456886395505,0.26176542571963957,2.0,1.0998370540034847,0.06785326945603135,True,Recommended - Lowest AIC,,False
EPB41L4A-AS1_2179,EPB41L4A-AS1_2179,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.18448836848722147,0.5150690242586172,0.28725417195574643,0.46572321766120106","-0.010685833867560451,0.5286206660268907,1.2454325174795564,1.5116916027324467",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.01889571129380807,0.04099315140359946,0.11949722872749485,12.288030203046556,-2.1440151015232787,6.432557098090541e-08,0.11453950408840186,0.11453950408840186,0.807305331139686,1.0,-0.019548150941029067,-0.019548150941029067,True,Recommended - Lowest AIC,lowest dose/BMDL ratio > 3.0,False
EPDR1_88706,EPDR1_88706,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2407977541558921,0.5807250172954738,0.14558947350949006,0.3186494275442897","-0.01829239626279776,0.07742355816791235,0.16700241790140427,-0.7582638184441675",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.691458841119907,5.975121259689331,8.00243752759235,12.246500144593504,-3.1232500722967527,0.0016165851046445745,0.11544248103987043,0.11544248103987043,0.5279004990400443,2.0,-0.008988385095781409,-0.5911781722013174,True,Recommended - Lowest AIC,,False
EPS8_90604,EPS8_90604,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2624507633562769,0.17158124130830535,0.15478945002662153,0.7119796429280668","-0.021583835007712243,-0.11778523279560717,0.0066968826624980065,-0.7260815895341705",1,Polynomial 2,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.6628771177557264,5.7889556884765625,18.171023979318313,9.277645345630562,-0.6388226728152813,0.0020666355477269027,0.019352303111178637,0.49196583517881287,0.6472571270406022,2.0,-0.04048995390035923,-0.4100530547631902,True,Recommended - Lowest AIC,,False
ERBB2_88307,ERBB2_88307,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.32237285040216124,0.3129366457695708,0.5631207004193615,0.2139823426049878","-0.0318192241287041,0.3445237548664492,0.21283713620768208,0.8799695019447232",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,2.711785639326134,4.053585529327393,7.93526260868321,20.126654653047787,-7.063327326523894,0.007572786880689852,0.42012696517743753,0.42012696517743753,0.197860865849123,2.0,0.38161921868579884,-0.8843140104530544,True,Recommended - Lowest AIC,,False
ERCC6L_21151,ERCC6L_21151,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5339156771561467,0.4530225488633531,0.5302443085202837,0.3912424287853854","-0.08033343568532157,0.054056980919419406,-1.2394076611300633,-0.8023583049699882",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.10709261443777368,0.30922601942718075,0.9414582473870343,36.35718854320809,-14.178594271604045,0.016256371719889806,0.7553582241169348,0.7553582241169348,0.2186404996548641,1.0,0.3917716560740494,-0.1958857696328841,True,Recommended - Lowest AIC,,False
ERICH5_17326,ERICH5_17326,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.4288704971331461,0.5809786864064633,0.7435042330749476,0.23857702404612316","-0.05806460197794581,-0.267042454786528,-0.479993470631577,1.1977022148807184",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,2,frequentist_restricted,2.6808310615852786,5.806213617324829,7.662594436817352,32.82287168356345,-13.411435841781723,0.0016943483488421895,0.3356536506615755,0.3356536506615755,0.2884266102557811,2.0,0.01245976294607461,0.8079916747092413,True,Recommended - Lowest AIC,,False
ETFA_2244,ETFA_2244,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2457185746098383,0.3144774561628766,0.20029007725051023,0.05274530711109562","-0.018685749689174965,-0.3498100302953704,-0.48145887904736767,-0.7945384788321112",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.010612888194359207,0.0767017605170068,0.7836437955348874,4.4975195288198835,1.7512402355900583,5.333068267288077e-05,0.05604821301678309,0.05604821301678309,0.1610650717193559,1.0,-0.4799194791144106,0.08102297044038101,True,Recommended - Lowest AIC,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
ETFDH_90875,ETFDH_90875,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.28064398256836237,0.2904009488269227,0.19774529337892474,0.12217540955379687","-0.02469686163061754,0.00424223358943356,-0.5867328909924523,-0.4055060302102012",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.10312124302574126,0.30444493629382213,0.9700498684574874,7.390472478733682,0.304763760633159,0.008292594812921994,0.2815276750247917,0.2815276750247917,0.33709205113377005,1.0,0.16814171997192842,-0.08407085093742883,True,Recommended - Lowest AIC,,False
EVPL_14384,EVPL_14384,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.76385258812388,0.46210711023185685,0.572417971594168,0.5601823525654044","-0.17027578474183733,-0.8268534704285978,0.014118524200235053,-2.2517559275402608",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.4755349671761504,5.786263942718506,7.62297091015086,48.81331738958889,-21.406658694794444,0.0016198276081207386,0.44335816255031557,0.44335816255031557,0.20693028326678653,2.0,-0.007087693133704944,0.391466735922805,True,Recommended - Lowest AIC,,False
EXOC1_2261,EXOC1_2261,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.47623661448956145,0.4182645473983161,0.42752888088068147,0.20741611270963212","-0.06876084275924683,0.4516573477923047,0.6991244980919618,1.246781407214345",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.013350809139341255,0.11866533702924781,1.2589714092271511,30.30507815365946,-11.15253907682973,0.0010145094281607259,0.3369583244746508,0.3369583244746508,0.20650567187999902,1.0,0.5844100817494123,-0.12446530000900516,True,Recommended - Lowest AIC,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
EXOC4_25220,EXOC4_25220,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3551911097419861,0.16137471185653204,0.4285190797060462,0.20084089619605783","-0.03819531306003301,0.16976822948205406,-0.12999536329081907,0.7167171395720832",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,2,frequentist_restricted,2.940708382788614,6.510782241821289,9.220549381737221,16.64294655443986,-5.321473277219929,0.008823810168099078,0.2031709656244336,0.2031709656244336,0.4406442445129082,2.0,0.00642140448032316,-0.2035111691268441,True,Recommended - Lowest AIC,,False
EXOSC4_2269,EXOSC4_2269,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.7829938707556428,0.6920478020111054,0.922903570014913,0.29461437138082064","-0.1798747925979035,-0.6311984096439862,-0.6761788834868119,-1.7591452611113005",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.033905834519612,4.717676639556885,10.48517806225911,50.4491226335758,-22.2245613167879,0.025042525220483114,0.2505899055115868,0.2505899055115868,0.5122183150159516,2.0,-0.5511918356482793,0.6291269127673603,True,Recommended - Lowest AIC,,False
EXTL3_21768,EXTL3_21768,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.40537233096830194,0.5303566053188092,0.2623496466138134,0.40213085693802614","-0.04670985259932323,-0.22089509827358653,-0.43776170025748806,-1.4859367984030507",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.3101712681836804,0.949760412968399,9.324401547795862,25.8105642223151,-8.90528211115755,0.0007761680140978555,0.6631175897677217,0.6631175897677217,0.5868883722522789,1.0,0.07915456932180814,0.20954680420229915,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
EZR_25288,EZR_25288,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.6408630264712313,0.26808040890449464,0.31388944486656867,0.2865256814419062","-0.15073010345815288,-0.24309129506565705,-0.13248207467928996,-1.0282048758496558",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,3.4717771570975127,7.523775100708008,15.041126917001728,35.66061824819085,-14.830309124095425,0.023924557725745088,0.05308450130596698,0.05308450130596698,0.948057816169759,2.0,-0.001308953380224474,0.07740627239652673,True,Recommended - Lowest AIC,,False
FAM118B_15472,FAM118B_15472,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.20515043734103355,0.09652028129848253,0.17043042249125173,0.18889658231462064","-0.01332621027829494,-0.360132040691953,-0.5436232815269596,-0.7663339352908128",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.011016467206817416,0.04138529939760761,0.19250801291217473,-5.339305566466624,6.669652783233312,1.939926913685497e-05,0.3803259893053763,0.3803259893053763,0.24622508776594554,1.0,0.04184239514237555,0.04184239514237555,True,Recommended - Lowest AIC,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
FAM174A_2316,FAM174A_2316,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5303976062247474,0.4850407965421551,0.23771249293842672,0.3707956318399305","-0.08708899056508727,-0.31722318332403004,-0.14134160865511894,0.8935002520854237",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,2,frequentist_restricted,2.8656472277414053,6.543699502944946,9.304456590879404,31.194340200440983,-12.597170100220492,0.019197820326931958,0.28908811861076966,0.28908811861076966,0.7154802628412674,2.0,0.0006779305706703065,0.38584192172902104,True,Recommended - Lowest AIC,,False
FAM189B_16340,FAM189B_16340,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3685620839906401,0.5260135562929732,0.41075781902619735,0.7742147030259124","-0.04485909713784183,0.4350384273296275,0.33196316694335565,1.3824602668203194",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.276418903950305,1.298474364478085,9.63221315930009,33.05398543114146,-12.526992715570731,0.002188906948765279,0.5226300273795434,0.5226300273795434,0.10765633190719026,1.0,-0.22411282334193808,-0.6054105948743468,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
FAM214A_13942,FAM214A_13942,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.33064923713151245,0.5618444538371702,0.3193938687262284,0.284352291206943","-0.03530328039438673,0.2830911593291845,0.4720927862283702,0.8660778750752685",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.016522979036180843,0.2922624284501432,2.7290749385509807,21.229243346455434,-6.614621673227717,0.01152155040460856,0.631130015671361,0.631130015671361,0.3139191603318463,1.0,0.7574410496942402,-0.23032894203590354,True,Recommended - Lowest BMDL,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
FAM76B_14664,FAM76B_14664,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5112595727946329,0.18571518275670515,0.5236774482347296,0.3593539013789749","-0.08420932237294182,-0.1644207230554359,0.29494665462119674,1.1818765005841652",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,2.3801025760540897,3.4318923950195312,6.066239798270093,30.547050008881975,-12.273525004440987,0.002211305436306432,0.1914530363757283,0.1914530363757283,0.56999331071885,2.0,0.9163706881587954,-0.18353748118528967,True,Recommended - Lowest AIC,,False
FAM83B_13670,FAM83B_13670,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.39096690204500556,0.33939007951759764,0.49177445352061944,0.07952643672724446","-0.04687314234177675,0.3618547231651232,0.04640951733707003,-1.020261379530433",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.4652641817955208,5.878646373748779,7.809220629570507,23.36090904847571,-8.680454524237854,0.00025154399269633476,0.052984689779921657,0.052984689779921657,0.19742732531499219,2.0,-0.0010271061879168414,-0.8087981946827072,True,Recommended - Lowest AIC,,False
FANCG_25117,FANCG_25117,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.6292659758778862,1.023724694457741,0.726912101474447,0.7679415923407811","-0.11934748913429997,0.3289051346203364,0.7699227425015414,1.0681758840140645",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,3.8292641694688085,6.657334566871398,25.22022871330273,50.78306961806268,-22.39153480903134,0.15455422899326798,0.8887665071753263,0.8887665071753263,0.15553592408440875,2.0,-0.15152120720108603,-0.9528630006824483,True,Recommended - Lowest AIC,,False
