gene,dataset_name,dataset_dose_name,dataset_dose_units,dataset_response_name,dataset_response_units,dataset_doses,dataset_ns,dataset_stdevs,dataset_means,bmds_model_index,model_name,bmr,distribution,direction,confidence_level,tail_probability,degree,model_class,bmdl,bmd,bmdu,aic,loglikelihood,p_value1,p_value2,p_value3,p_value4,model_dof,residual_of_interest,residual_at_lowest_dose,recommended,recommendation_bin,recommendation_notes,selected
MKNK1_4185,MKNK1_4185,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5181546729390306,0.4565263330162861,0.617184347266176,0.4349521251512068","-0.0725338564543821,0.40035907692534883,-0.34528686645599177,0.8457687849143567",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,2,frequentist_restricted,3.726569235662886,7.5791335105896,14.836490909469473,37.07718268199202,-15.53859134099601,0.08358330930544888,0.8573156113622977,0.8573156113622977,0.15085875289524575,2.0,0.01057291234407175,-0.2212296351051107,True,Recommended - Lowest AIC,,False
MLF2_16891,MLF2_16891,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5063674241054587,0.07721758704561331,0.38266074357485963,1.223598388163667","-0.07894859979247791,-0.09102958354144373,0.21565973599438473,-1.2457177287907824",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.3244507344052905,4.032001495361328,4.890304554846701,33.36860516455591,-12.684302582277954,0.0002604255115011833,0.0017732167751061123,0.12642088361528792,0.27503844981709424,2.0,0.8640363003420912,-0.6590520105098667,True,Recommended - Lowest AIC,,False
MLXIP_25049,MLXIP_25049,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.6038553823341037,0.272235668600639,0.2991390938250439,0.5153705747075586","-0.10057793819256267,-0.07775316289254332,0.17582424053368628,-1.0201559860737648",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,3.4106444165616914,7.122924327850342,11.190834168317192,35.74583542884984,-14.872917714424919,0.02827989561526345,0.1623889605181983,0.1623889605181983,0.6561474861126425,2.0,-0.008273883750091202,-0.36037272615200305,True,Recommended - Lowest AIC,,False
MMADHC_10852,MMADHC_10852,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.387805336339043,0.8129869641215062,0.7158748505804938,0.30365535908867525","-0.04366946236370519,0.320490675094772,-0.24865618182423188,-1.0724708886012564",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.833756983725912,4.298923015594482,8.798951590038968,33.69320979358175,-13.846604896790875,0.011883801154218387,0.26626756347255875,0.26626756347255875,0.3737781157587543,2.0,-0.5349409494711044,-0.3579529730477063,True,Recommended - Lowest AIC,,False
MOCOS_15371,MOCOS_15371,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2981958488343668,0.44037701102286614,0.15984800162458346,0.8532932580072061","-0.02681880959978913,-0.09219981289446898,-0.3191965412338724,-1.3037668295396492",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,1.5181455361283238,2.1151959896087646,4.521495716024322,22.716675390646422,-7.35833769532321,0.00013276704550457818,0.03153699824517675,0.10892196926042752,0.5235369277431098,2.0,-0.7274839065891114,-0.3599540706697719,True,Recommended - Lowest AIC,,False
MPC2_4243,MPC2_4243,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.23244714132936956,0.29282915533825576,0.5709666843866901,0.8545909874732922","-0.017198547504007317,-0.015037234581346185,-0.7077114027703928,-1.1860177723360203",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,1.1484540378468164,1.65283203125,3.4145983249665157,20.587981169692654,-6.293990584846327,8.991693130888656e-05,0.021752345367773707,0.8950733953153093,0.1251339939423477,2.0,-1.8186141374062308,-0.31708560301170813,True,Recommended - Lowest AIC,,False
MPDU1_11661,MPDU1_11661,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3659988888300643,0.2782353620158082,0.5735505077172363,0.5657010040168954","-0.04165247661356525,-0.27524481049656785,-0.16001275790726294,-0.8408937304852669",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.4349835118050627,4.266064453061588,10.116718200566282,27.062248377548542,-9.531124188774271,0.09460355896198935,0.6021522133820734,0.6021522133820734,0.3556092985490129,1.0,0.09741005946841932,0.36782195391326006,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
MPI_91163,MPI_91163,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.22553359386751054,0.4570495946799048,0.19612864910773853,0.28379797368644955","-0.01627195886722881,-0.29760241737931875,0.12742093126387263,0.5728618777492456",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,2.764861895861088,4.15906542189255,9.844988798222342,9.632010473796635,-1.8160052368983175,0.007591828832880676,0.4531097880032817,0.4531097880032817,0.14396673544558802,2.0,0.7638348506009642,0.47385623095387797,True,Recommended - Lowest AIC,,False
MPV17L2_24172,MPV17L2_24172,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.4478877854721667,0.4279640703399488,0.248022943147041,0.44002301236613983","-0.06172088978546956,-0.41026225837965,-0.9037695308253882,-1.1224088577210092",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.02280504936955179,0.12633984183237693,0.8259985614486742,27.33699095242374,-9.66849547621187,0.004884194088753069,0.5591975459939262,0.5591975459939262,0.8600018473733927,1.0,-0.08314249310996162,0.017710968738646225,True,Recommended - Lowest AIC,"lowest dose/BMDL ratio > 3.0
BMD/BMDL ratio > 3.0",False
MRI1_15045,MRI1_15045,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.33316816398764915,0.34939782834048955,0.18321783029695976,0.9029131138381932","-0.03410843161079736,0.37713587948527744,-0.17056301357352188,-0.9569422165379864",0,Linear,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,1.7785301893114691,3.4976017475128174,10.714968661752431,25.67045537951212,-8.83522768975606,0.0011051892567323085,0.03804731573856723,0.17379274998754268,0.2526271365480628,2.0,-1.1148562287551786,-1.11833483033417,True,Recommended - Lowest AIC,,False
MRPL27_4270,MRPL27_4270,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.8071247086909931,0.6410360725108273,0.43437439909218784,0.2588012685471361","-0.18776260998344282,-0.12776805223226512,-0.34909184471219357,-1.2026627953200493",2,Power,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,3.6696654451176034,6.226804371355729,20.349968190139155,46.66206012251803,-20.331030061259014,0.055372525602158884,0.0849917212571949,0.0849917212571949,0.9692901947554406,2.0,0.014966452738377056,-0.015153023265158673,True,Recommended - Lowest AIC,,False
MRPS12_11286,MRPS12_11286,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5538249670874784,0.19531362138351346,0.5190611446655793,0.4727088206422244","-0.09575222214612496,-0.2316589735560067,-0.4154953260634713,-1.0998708992980857",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.20041921315851874,1.7019090448464682,9.979182852188973,35.05108648840934,-13.525543244204671,0.0324317460129071,0.21644447529493638,0.21644447529493638,0.7449158119258974,1.0,0.05373498949772051,0.12350053571067109,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
MRPS2_4292,MRPS2_4292,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.36981958484958993,0.25329834960421127,0.7221984178140703,0.15602216922442372","-0.03927617525738056,-0.14376006875527736,-0.6761495461299906,-1.4847530162213987",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.1581305870336056,0.4465380619112882,1.1133872422451832,24.710218689540348,-8.355109344770174,3.698801391449624e-05,0.07129144504871254,0.07129144504871254,0.9725918462899095,1.0,-0.03102104606886315,0.012176288483306335,True,Recommended - Lowest BMDL,,False
MSANTD3_92377,MSANTD3_92377,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.23804428854162765,0.1353764412810616,0.4300039766249105,0.5894697451537946","-0.018126563122330446,-0.08911080036299479,0.22065135131622052,0.5745094450197326",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,3.1535660457281223,4.978242680238169,11.697735205179914,14.404176042442927,-4.2020880212214635,0.011638713230302744,0.07565248676546887,0.07565248676546887,0.5227502191636866,2.0,0.9664311182040615,-0.16975445076744194,True,Recommended - Lowest AIC,,False
MSANTD4_14989,MSANTD4_14989,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.4244182326811675,0.08915886828691011,0.30956797403970915,0.4883987668703796","-0.05633917547540856,-0.10410891624791381,0.017778269583699418,-1.09971516641228",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.4650174305249357,5.844160318374634,7.739253782287864,22.469507500998834,-8.234753750499417,0.0007924947289482676,0.051260912646022394,0.051260912646022394,0.8974697471586457,2.0,-0.0037749007082445107,-0.05828866638850543,True,Recommended - Lowest AIC,,False
MSRB1_87742,MSRB1_87742,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.48702925732663427,0.5609533606233116,0.5840710176144674,0.3775886891779316","-0.07261778806643611,-0.08624955981634887,-0.33430437440443356,-1.0344896931252314",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.049744357451019,4.751935005187988,10.636686810393805,32.17115829856711,-13.085579149283554,0.12579449076620053,0.866144384029555,0.866144384029555,0.8418586953667507,2.0,-0.539564168551936,0.20093276533022386,True,Recommended - Lowest AIC,,False
MTERF3_4338,MTERF3_4338,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.20440687824844558,0.47752017845770467,0.22758840166585065,0.6431707412722009","-0.01340441539541847,0.024443117756931088,-0.25205488153904293,-0.7860041695657678",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.6501125887245665,3.9353466033935547,7.5464051839817525,15.415878615655005,-4.707939307827503,0.002195736434599027,0.052491833906589735,0.052491833906589735,0.6455411761611104,2.0,-0.8275103953774181,0.19512821212418338,True,Recommended - Lowest AIC,,False
MTPN_33637,MTPN_33637,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2743374399516925,0.16324336372883566,0.2097522904921853,0.4269911857095394","-0.02490745123880996,-0.2606085872593975,-0.3910356073998928,-0.6529902945063221",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.1330759796658745,4.932682514190674,11.475405691095572,12.003038152019005,-3.0015190760095027,0.014498432024596442,0.36172077885688925,0.36172077885688925,0.11684175718647694,2.0,-1.3872148057618736,1.0667626156533216,True,Recommended - Lowest AIC,,False
MVK_21935,MVK_21935,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.7157660498909675,0.9395992845059709,1.1906871065746438,0.46583010320275015","-0.1420216406871947,-0.5013364488139372,-0.9822431347953309,-2.028308580963519",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.09846564860419181,0.7561412744766304,6.027731465073155,53.63316139103769,-22.816580695518844,0.017628450080629632,0.491451167515933,0.491451167515933,0.6134406920317956,1.0,0.12377113962821375,0.17735521360034096,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
N4BP2L1_89654,N4BP2L1_89654,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.8358051396195303,0.9350069307303277,0.7619482254411802,0.8330299841410715","-0.2292358319373173,-0.57533244127689,1.7136533214574807,1.236549817895379",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.10974886447463039,0.313097324360587,0.9224767720847387,56.885867890711005,-24.442933945355502,0.010503868682522954,0.9514220111259191,0.9514220111259191,0.2999691453234775,1.0,-0.6188542946692505,0.30942713646767794,True,Recommended - Lowest AIC,,False
NAA10_27550,NAA10_27550,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.15963612930157053,0.40907705867237976,0.23631364107706038,1.0494744808451117","-0.007928664101684324,0.02086918300678294,-0.1888908241502194,-1.1416127095874298",1,Polynomial 2,1.0 Standard Deviation,Normal + Nonconstant variance,Down (↓),0.95,0.01,2,frequentist_restricted,3.037964451148667,4.2020392417907715,4.613935963699363,10.924962241238315,-1.4624811206191572,1.9588806843273687e-06,0.00010058622564013131,0.4600495712352968,0.12029794260496551,2.0,-1.1910941489135414,-0.1857391613998263,True,Recommended - Lowest AIC,,False
NAA50_87612,NAA50_87612,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3837664279310229,0.2632005518666199,0.7841295871104204,0.47692573115066933","-0.05169083534316362,-0.5580005025380549,-0.29488057580184235,-0.8770246810693291",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.603529380227437,6.057388782501221,18.78675136327971,31.05350281896635,-12.526751409483175,0.04379144127747603,0.30568548951907726,0.30568548951907726,0.18010205699246296,2.0,0.039266940733577824,0.8669523322311308,True,Recommended - Lowest AIC,,False
NAALAD2_10965,NAALAD2_10965,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.8513918682243766,0.6630507847603494,0.3031351597938147,0.660036494304864","-0.19863129755810113,0.20787593224387538,0.7213347800587918,1.708598208570284",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.07699523868808089,0.5971772020227601,4.4602272255047595,52.157288074764004,-22.078644037382002,0.004195061185524596,0.17933174418955333,0.17933174418955333,0.5616474356478649,1.0,-0.1638503833971868,-0.1960514556000525,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
NBPF1_93232,NBPF1_93232,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.20285275459683,0.20089207352665295,0.3115403319157885,0.5869532890289164","-0.012678213038543792,-0.04393188156671165,0.13575916453584472,0.5730170210895932",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,2.919795695223328,4.474351406097412,9.469553830868216,9.371364379562618,-1.6856821897813086,0.011821751130083435,0.10312585489736947,0.10312585489736947,0.8191616394337982,2.0,0.5439929104292743,-0.09894742076749591,True,Recommended - Lowest BMDL,,False
NCAPD3_16724,NCAPD3_16724,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.2572251253274073,0.34182945423385386,0.39928725151966366,0.3059473093812607","-0.020453674695844564,0.10537394557792633,0.17371081576494482,-0.7189471562341362",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.7512557984339296,6.045401096343994,8.150944014288255,11.312903633474253,-2.656451816737127,0.015555886525256857,0.9283086503779867,0.9283086503779867,0.4500905005106093,2.0,-0.00933785627145929,-0.6856313974376639,True,Recommended - Lowest AIC,,False
NCAPG2_4481,NCAPG2_4481,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.6950242321305725,0.2986313972289832,0.45572198092204863,0.8025778739577598","-0.13850307943439483,0.3906260594403146,0.14687549814041154,1.1593927538416757",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,3.213920673939896,5.115410089492798,12.396902155555445,44.924886540627895,-19.462443270313948,0.030536580241783406,0.23878779252394777,0.23878779252394777,0.4022275849002911,2.0,0.1518715591704173,-0.636225332957128,True,Recommended - Lowest AIC,,False
NCLN_12362,NCLN_12362,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.51232288170007,0.22804626465838784,0.3559190943852712,0.21559481259623137","-0.07900896769193887,-0.30203379841421235,-0.03935266013627944,-0.9224884945483255",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,3.2267617346689965,7.073402404785156,11.277695745487037,27.83712271451014,-10.91856135725507,0.016071802644021416,0.09397008400958007,0.09397008400958007,0.6483367715321702,2.0,-0.003200075310427221,0.2495463703976129,True,Recommended - Lowest AIC,,False
NCS1_23900,NCS1_23900,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.531208213184643,0.3839354409589148,0.3270691666946121,0.5456985959594721","-0.08335752831970374,-0.33894639655311803,-0.04581287475844179,-1.3425269763112153",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.5561410982150576,3.754945993423462,6.985696751927973,33.06044855387209,-13.530224276936046,0.012292525862964143,0.5314507444533083,0.5314507444533083,0.5429238709453834,2.0,0.6640293657295658,0.12331219714850838,True,Recommended - Lowest BMDL,,False
NCSTN_20925,NCSTN_20925,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.33586766920788486,0.31390135990281404,0.34640889230245303,0.3602871241969786","-0.03423443361487338,0.13791523047917137,0.2968423944937682,0.9204794058521278",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.20413819550963871,0.9042337813311812,9.492071466147124,17.987679917420934,-4.993839958710467,0.011707189687493846,0.9653405017056007,0.9653405017056007,0.5084595482394993,1.0,-0.11850244155938412,-0.24657026113888794,True,Recommended - Lowest BMDL,BMD/BMDL ratio > 3.0,False
NDUFA7_15427,NDUFA7_15427,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.37272939961496065,0.8165407582233926,0.24440373143107744,0.3803834206152425","-0.04424504087618478,-0.3610975564325402,-0.31353430627324635,0.7892538594517685",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,2,frequentist_restricted,3.1340197369731455,6.682744026184082,9.664035238979816,28.71936309521733,-11.359681547608664,0.00928924361728245,0.18727105418093792,0.18727105418093792,0.33706713342134953,2.0,0.007577309032583323,0.8247728590405771,True,Recommended - Lowest AIC,,False
NEDD9_24522,NEDD9_24522,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.7790194783705813,0.3985085453849623,0.5638080183039197,0.7558619918208224","-0.15570515330304344,-0.5941661655393512,-1.498722135576962,-2.2432961955827144",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.050805280431297374,0.23944702802526602,1.0055121342569198,49.36327062343402,-20.68163531171701,0.001350458053987258,0.39296197964012103,0.39296197964012103,0.750776351209233,1.0,-0.2551091669899155,0.08181240415107349,True,Recommended - Lowest AIC,BMD/BMDL ratio > 3.0,False
NEMP1_14991,NEMP1_14991,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.39785688328949975,0.2914429373760768,0.1554048011039865,0.2640096241735988","-0.04938102846916217,-0.02092371461514801,0.3856297893644618,0.8805839050008109",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,2.5483911879797776,3.7402282064658636,9.286151885214897,19.98401479685034,-6.99200739842517,0.002077467326460969,0.17142525689296528,0.17142525689296528,0.2521879089557042,2.0,1.4818802425193063,-0.5741081038314509,True,Recommended - Lowest AIC,,False
NF2_27579,NF2_27579,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.25164311787265453,0.11348185857994762,0.19868872627424844,0.41003949968176034","-0.018680927763969898,0.06758657608955643,-0.1822992084214877,-0.5939247835340997",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.728109996132955,4.085860252380371,8.043770373392164,5.42659926963528,0.28670036518236,0.009092296752974072,0.19676547527580812,0.19676547527580812,0.588640109942932,2.0,-0.7590803607589516,0.00860324061813198,True,Recommended - Lowest AIC,,False
NIT1_4598,NIT1_4598,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.30384028642195343,0.3552730763250562,0.28312934020146324,0.6640750378321677","-0.030373124020807735,0.16851216823820434,0.049833715814256364,0.719446594364021",2,Power,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,3.0380111275593435,4.726424977738411,10.52336001408484,20.051351513177316,-7.025675756588659,0.04378924324574729,0.3662249735354649,0.3662249735354649,0.6682030052747929,2.0,-0.12745773164065805,-0.3437502482038034,True,Recommended - Lowest AIC,,False
NIT2_92583,NIT2_92583,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5739048611964156,0.49569750799260837,0.4968522092407852,0.7534305103527612","-0.1006885915032469,0.6078457190790981,0.362675928442494,1.1126747490165472",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,3.350859538255949,5.432126522064209,14.199135462924337,42.62146780896403,-18.310733904482014,0.056096982822322006,0.8251767065019425,0.8251767065019425,0.11934019477642344,2.0,0.5537474351857736,-1.0285785414922948,True,Recommended - Lowest AIC,,False
NLE1_12303,NLE1_12303,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5562153767680802,0.5392076931541213,0.2772104004293844,0.729849964810749","-0.11037286017443082,-0.4828251845107867,-0.1950235598875105,-1.0783985383233523",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,3.452089386874647,5.6780290603637695,15.81564056543046,37.59741900148811,-15.798709500744057,0.09906799618510509,0.42901062746853325,0.42901062746853325,0.5219652605668608,2.0,-0.01202769955819529,0.4061587993960525,True,Recommended - Lowest AIC,,False
NOG_87431,NOG_87431,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3775552270402702,0.21958210362164834,0.6655097542575745,0.7253285655307353","-0.045677191706385456,-0.07582534291333055,-0.7325025518064067,-1.2769930207950215",2,Power,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,2.6081148871205477,3.8543472869401256,9.697778002184581,32.8083259905788,-13.4041629952894,0.0017479232849245685,0.21091590637467816,0.21091590637467816,0.12040026035226348,2.0,-1.8076803625095792,0.6794669815385918,True,Recommended - Lowest AIC,,False
NOL6_18053,NOL6_18053,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5207339754630849,0.40364164519383233,0.36215116853316387,0.4305206944849309","-0.08263378208278191,-0.1350030970744626,-0.22083065896331233,-1.6338911126639906",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.0158056868391183,2.8042209148406982,4.537710360681502,30.489067403062947,-12.244533701531473,0.0016808636519387576,0.6113602720975702,0.6113602720975702,0.9875850273506999,2.0,0.08027221264543288,0.02956177835359257,True,Recommended - Lowest AIC,,False
NOP16_11351,NOP16_11351,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","1.007324597671828,0.7860686073641964,0.7379562407207552,0.2272310886232848","-0.28598856285457414,-0.28121559448400185,-0.40807628364837484,-1.3898042602360874",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,4.043642029217977,7.275071144104004,35.8113946515041,56.45818064786843,-25.229090323934216,0.06650640479053471,0.056605590667675454,0.056605590667675454,0.9991166151822475,2.0,0.002350339639300549,-0.003886885082221864,True,Recommended - Lowest AIC,,False
NOSIP_4639,NOSIP_4639,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3313432842128485,0.3144775053660592,0.15157275993542887,0.4351923511229935","-0.03458638890342488,0.12486689125913286,0.015797109497454154,-0.8700436175040331",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,2.4484771549829882,5.869178771972656,7.7899721508994855,15.063352731038009,-4.531676365519004,0.0045547504391152405,0.35969822469136425,0.35969822469136425,0.7011727118194219,2.0,-0.0013803735999706834,-0.41996489066889664,True,Recommended - Lowest AIC,,False
NPIPA8_34042,NPIPA8_34042,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.6324060535141115,1.0926387691371253,0.4579777653217704,0.9061416470278975","-0.11996480116395049,-0.12601537569085752,1.2903732695888537,0.5272203862284098",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,0,frequentist_restricted,0.10140893581972925,0.29062076559805256,-9999.0,51.42351791115085,-21.711758955575426,0.05518348721270072,0.5150546422877806,0.5150546422877806,0.15966653217904925,1.0,-0.012321710006294253,0.006160850222229314,True,Recommended - Lowest AIC,,False
NPIPB13_90709,NPIPB13_90709,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.3982036447468445,0.15121158657427178,0.5311711233271618,0.7066773749457705","-0.048847184457397136,-0.20230397739547792,0.5277665755286894,0.6889097335638185",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Up (↑),0.95,0.01,1,frequentist_unrestricted,3.609399737609573,6.072402000427246,18.918485967961253,31.489633986165483,-12.744816993082742,0.014983195297461727,0.13995666692777398,0.13995666692777398,0.1095887259039462,2.0,-0.1687463783782657,-0.3894744706256664,True,Recommended - Lowest AIC,,False
NPTX2_16969,NPTX2_16969,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5185939823112327,0.6172004995906082,0.19759059352778055,0.5084001135280789","-0.09031100817045212,-0.3330766093555125,-0.6646601417423822,-3.243173563281037",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.3612300166729081,0.8009450640806062,3.3851938402323496,34.75447939561465,-13.377239697807326,8.933415707179648e-08,0.2717511256433449,0.2717511256433449,0.5329079379242675,1.0,0.07337920826475774,0.2467794511079463,True,Recommended - Lowest BMDL,,False
NQO1_4668,NQO1_4668,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.49079997648748763,0.45187045100314505,0.5717965706687488,0.6827465929683334","-0.07204123446078226,-0.5320610403306135,-0.8156089308742608,-1.5438569323045597",3,Hill,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,0,frequentist_restricted,0.03802453392814733,0.4193146429483322,2.731117316748446,37.077396133893046,-14.538698066946521,0.008033097271566536,0.9193744620652365,0.9193744620652365,0.27970421979121207,1.0,-0.9340851451479313,0.33689998525588394,True,Recommended - Lowest AIC,BMD/BMDL ratio > 3.0,False
NR2F2_27597,NR2F2_27597,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5415466359750967,0.4048072499903285,0.3932934076431963,0.7429148939746626","-0.09840509537714887,-0.08976086662561607,-0.05988434590630073,-1.0632540386937632",1,Polynomial 2,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,2,frequentist_restricted,3.1985408047609702,7.06859827041626,11.314085259091158,35.34297176780851,-14.671485883904253,0.11152095851900035,0.5838211176241617,0.5838211176241617,0.9882543978749009,2.0,-0.0013814719106560636,-0.06717044339739643,True,Recommended - Lowest AIC,,False
NRP2_27609,NRP2_27609,,,,,"0.0,0.1,1.0,10.0","12,3,3,3","0.5022073666516986,0.45720058819169607,0.1905058624646652,0.33551735342967753","-0.08077901755376792,-0.4015744522182895,-0.3961426722402816,-1.0764826278430693",0,Linear,1.0 Standard Deviation,Normal + Constant variance,Down (↓),0.95,0.01,1,frequentist_unrestricted,2.975091635492709,4.590818881988525,9.943221555198319,29.63118345057913,-11.815591725289565,0.01449055235350949,0.19237699107707673,0.19237699107707673,0.42273305580282705,2.0,-0.55635496498759,0.7048007937486204,True,Recommended - Lowest AIC,,False
