gene,bmd,bmdl,bmdu,model,aic,pvalue,converged,error
FOXJ2_23394,4.399919509887695,2.8830172743893216,9.178867472590413,Linear,38.952871052903554,0.369903259573936,True,
FOXN3_17109,,,,,,,False,No valid model fit
FOXO4_2484,,,,,,,False,No valid model fit
FRAT2_24582,,,,,,,False,No valid model fit
FRMD4B_12533,,,,,,,False,No valid model fit
FRS3_18618,,,,,,,False,No valid model fit
FRYL_17457,,,,,,,False,No valid model fit
FTCD_87434,7.505097985267639,3.588199459721992,14.42532397390117,Polynomial 2,55.221321787060006,0.8075319432618812,True,
FTH1_93386,,,,,,,False,No valid model fit
FUT10_20529,,,,,,,False,No valid model fit
FUT4_88787,0.3118965026090197,0.10870235856341066,91.15435086246418,Hill,41.03388966112206,0.1239628322372297,True,
FUT5_20938,,,,,,,False,No valid model fit
FUZ_21213,6.59682035446167,3.050315306255218,9.441978518201914,Polynomial 2,18.047009196209803,0.3439779651657844,True,
FXN_25483,1.2798995999821083,0.22851581572880028,9.806443093968667,Hill,14.212173881382755,0.9375659653049382,True,
FXYD6_25625,,,,,,,False,No valid model fit
FZD9_87925,,,,,,,False,No valid model fit
G0S2_13343,0.027842709917076398,0.013313018847483416,0.07487582968992708,Hill,32.32201081015397,0.7115052237585775,True,
G3BP1_93286,0.3259674551751158,0.08689511392058606,1.0362641178563443,Hill,15.384413146157602,0.5975729554384737,True,
G3BP2_2545,,,,,,,False,No valid model fit
G6PD_25228,,,,,,,False,No valid model fit
G6PD_2548,,,,,,,False,No valid model fit
GAA_2549,,,,,,,False,No valid model fit
GAB1_12597,,,,,,,False,No valid model fit
GAB3_23441,,,,,,,False,No valid model fit
GABARAPL1_2552,,,,,,,False,No valid model fit
GABPB1_2555,,,,,,,False,No valid model fit
GADD45A_2569,0.11741459369659424,0.06113469963395393,0.41579827873667013,Exponential 5,22.38895908315678,0.45600352905040964,True,
GALK2_22226,,,,,,,False,No valid model fit
GALT_91226,,,,,,,False,No valid model fit
GAL_18576,,,,,,,False,No valid model fit
GAN_13055,,,,,,,False,No valid model fit
GARS1_2590,,,,,,,False,No valid model fit
GART_25362,,,,,,,False,No valid model fit
GAS2L3_12115,,,,,,,False,No valid model fit
GAS6_27253,0.30253888209410695,0.10224424154447087,0.9124288967168971,Hill,20.292972655511452,0.7011827704628644,True,
GAS8_23801,,,,,,,False,No valid model fit
GATAD1_13838,0.18335476959978758,0.05227605697671073,0.8674597105454152,Hill,7.929412571966204,0.38175241253933745,True,
GATAD1_2604,,,,,,,False,No valid model fit
GATAD2A_21149,,,,,,,False,No valid model fit
GBP3_16959,,,,,,,False,No valid model fit
GCC2_25195,,,,,,,False,No valid model fit
GCH1_18455,,,,,,,False,No valid model fit
GCLM_25908,,,,,,,False,No valid model fit
GCLM_2615,,,,,,,False,No valid model fit
GCNA_18701,,,,,,,False,No valid model fit
GCSH_92816,,,,,,,False,No valid model fit
GDE1_11040,,,,,,,False,No valid model fit
GDF11_22582,,,,,,,False,No valid model fit
GDF7_15077,,,,,,,False,No valid model fit
GDPD1_2627,,,,,,,False,No valid model fit
GEMIN8_11362,,,,,,,False,No valid model fit
GFM1_11380,,,,,,,False,No valid model fit
GFOD1_2633,,,,,,,False,No valid model fit
GFOD1_2634,,,,,,,False,No valid model fit
GFOD1_28179,2.243307492709489,0.537482757620027,9.601932265510364,Hill,35.57369498053643,0.6206623420230553,True,
GGA3_16612,,,,,,,False,No valid model fit
GGACT_21918,,,,,,,False,No valid model fit
GGCX_2638,,,,,,,False,No valid model fit
GGT1_27266,0.08549967508417852,0.024695019176532197,0.4233969072331145,Hill,18.229084199823994,0.8846267193953735,True,
GGT2_33651,,,,,,,False,No valid model fit
GIPC1_24459,4.794988632202148,3.1021349349509357,-9999.0,Linear,25.826491836923978,0.17369570847016014,True,
GIT1_16627,,,,,,,False,No valid model fit
GJA1_2649,,,,,,,False,No valid model fit
GJB2_2653,1.2583394429327546,0.25341128010381153,9.66209045923442,Hill,42.41469451825894,0.3140315896301602,True,
GLDC_90919,2.754911291140905,0.3993516394634272,9.89624414888572,Hill,21.942916725932747,0.1745045962068994,True,
GLDC_91385,,,,,,,False,No valid model fit
GLG1_90282,,,,,,,False,No valid model fit
GLI2_2664,,,,,,,False,No valid model fit
GLIDR_4155,6.397724151611328,3.7334989182016014,22.112670293293167,Linear,22.243310590828187,0.12883939146088896,True,
GLO1_13655,,,,,,,False,No valid model fit
GLRX_2674,,,,,,,False,No valid model fit
GMDS_16555,1.8308818340301514,1.4456646114460014,6.641868536788732,Polynomial 2,27.334117822077964,0.6400350120210936,True,
GMPPB_13520,2.21895694732666,1.6453098744160313,3.3466462487793693,Linear,-20.151296373081102,0.19408271944637345,True,
GMPR2_90439,,,,,,,False,No valid model fit
GMPR_12707,,,,,,,False,No valid model fit
GNA12_13995,,,,,,,False,No valid model fit
GNB1L_89611,5.75869083404541,2.367316437399475,7.5682044406577775,Polynomial 2,24.780699892434107,0.9533646622466776,True,
GNB1_33698,5.287644863128662,3.2895871989711987,13.341890069294706,Linear,29.903458631961342,0.32234148637797455,True,
GNB4_16287,,,,,,,False,No valid model fit
GNG12_23859,,,,,,,False,No valid model fit
GNG2_16748,,,,,,,False,No valid model fit
GNG5_33594,,,,,,,False,No valid model fit
GNL2_23197,,,,,,,False,No valid model fit
GNL3L_19924,,,,,,,False,No valid model fit
GNPDA1_28283,1.152099370956421,1.1237032382927727,1.1806434510130361,Linear,8.026834259189833,0.8476174770172733,True,
GNPTG_17123,,,,,,,False,No valid model fit
GOLGA6L22_33987,8.718494142162665,4.488633943774176,146.96490726743664,Power,65.18473519852888,0.12147799595013953,True,
GOLGA6L9_14624,,,,,,,False,No valid model fit
GOLGA8A_19056,,,,,,,False,No valid model fit
GOLGA8B_17416,,,,,,,False,No valid model fit
GOLT1B_2734,,,,,,,False,No valid model fit
GOSR2_92525,,,,,,,False,No valid model fit
GOT2_28889,,,,,,,False,No valid model fit
GPC2_24956,,,,,,,False,No valid model fit
GPC4_11583,,,,,,,False,No valid model fit
GPI_2753,,,,,,,False,No valid model fit
GPKOW_26172,,,,,,,False,No valid model fit
GPR135_11017,,,,,,,False,No valid model fit
GPR153_13715,,,,,,,False,No valid model fit
GPR162_14385,5.712200403213501,2.5106905226507243,7.477764750605896,Polynomial 2,50.74038777001635,0.4704397234922122,True,
GPR180_16000,,,,,,,False,No valid model fit
GPR27_33502,,,,,,,False,No valid model fit
GPR50_89779,,,,,,,False,No valid model fit
GPS1_93021,,,,,,,False,No valid model fit
GPSM1_12818,,,,,,,False,No valid model fit
GPSM1_27288,,,,,,,False,No valid model fit
GPSM1_28835,,,,,,,False,No valid model fit
GPX3_25814,,,,,,,False,No valid model fit
GRAMD4_12532,,,,,,,False,No valid model fit
GRB14_22206,,,,,,,False,No valid model fit
GRB2_2774,,,,,,,False,No valid model fit
GRIPAP1_22138,,,,,,,False,No valid model fit
GRPEL1_87909,,,,,,,False,No valid model fit
GRSF1_2801,,,,,,,False,No valid model fit
GRWD1_2804,,,,,,,False,No valid model fit
GSE1_20489,,,,,,,False,No valid model fit
GSK3A_2809,,,,,,,False,No valid model fit
GSK3B_2810,,,,,,,False,No valid model fit
GSPT1_12262,4.271025657653809,2.820043488858221,8.69622990760486,Linear,16.042105446005994,0.8606085816882668,True,
GSPT1_2812,,,,,,,False,No valid model fit
GSS_2814,3.4484456917764716,2.3892478243689963,9.698511172346207,Power,11.37290159819247,0.1972877705998899,True,
GSTA4_88791,7.494454979896545,5.693706159134334,8.934378840594018,Exponential 3,38.697870980194196,0.22885997667613966,True,
GSTCD_10914,,,,,,,False,No valid model fit
GSTM4_91003,,,,,,,False,No valid model fit
GSTO2_10986,,,,,,,False,No valid model fit
GTF2F1_18383,,,,,,,False,No valid model fit
GTF2H2C_19129,,,,,,,False,No valid model fit
GTF2H2C_2837,,,,,,,False,No valid model fit
GTF2IRD2B_25770,,,,,,,False,No valid model fit
GTF3C2_2842,,,,,,,False,No valid model fit
GTPBP3_91046,7.437539100646973,3.42260274866018,14.209096681267216,Polynomial 2,38.644877630686196,0.8573272419515361,True,
GUCY1A2_18427,0.308376493336908,0.11214502968413725,0.9119232216467492,Hill,39.83968011496482,0.15048776024810206,True,
GUCY1B1_11762,6.499456167221069,3.02893014925167,9.191927643411802,Polynomial 2,28.24496759914919,0.45093193446323665,True,
GUF1_26146,,,,,,,False,No valid model fit
GUSB_19359,0.595528781414032,0.13340253978655559,6.895579372331321,Exponential 5,31.29810836461801,0.20701065396716278,True,
GZF1_88131,2.889089584350586,2.0667579776968585,4.726343521181484,Linear,23.02996153645841,0.7841119036256736,True,
H1-0_22378,,,,,,,False,No valid model fit
H1-10_22053,,,,,,,False,No valid model fit
H1-2_2950,,,,,,,False,No valid model fit
H1-4_14544,,,,,,,False,No valid model fit
H1-5_14547,,,,,,,False,No valid model fit
H2AC11_93175,,,,,,,False,No valid model fit
H2AC13_12443,,,,,,,False,No valid model fit
H2AC15_93271,,,,,,,False,No valid model fit
H2AC18_33584,,,,,,,False,No valid model fit
H2AC21_18134,0.44325676535697517,0.09125287152454112,2.3885776457633203,Hill,40.11245716392085,0.880697188263562,True,
H2AC6_93104,,,,,,,False,No valid model fit
H2BC11_92661,,,,,,,False,No valid model fit
H2BC17_33950,,,,,,,False,No valid model fit
H2BC3_93272,,,,,,,False,No valid model fit
H2BC4_93105,,,,,,,False,No valid model fit
H2BC5_92904,,,,,,,False,No valid model fit
H3C10_2957,,,,,,,False,No valid model fit
H3C2_12576,,,,,,,False,No valid model fit
H3C8_19152,,,,,,,False,No valid model fit
H4C14_33956,,,,,,,False,No valid model fit
H4C5_2958,,,,,,,False,No valid model fit
HAAO_88242,,,,,,,False,No valid model fit
HACD3_5591,,,,,,,False,No valid model fit
HACL1_2869,,,,,,,False,No valid model fit
HARS1_12100,,,,,,,False,No valid model fit
HAUS2_91135,,,,,,,False,No valid model fit
HAUS4_13967,,,,,,,False,No valid model fit
HAUS5_91284,,,,,,,False,No valid model fit
HBP1_88473,,,,,,,False,No valid model fit
HBP1_90275,0.06611529778668608,0.010919051079170876,0.5354312507379395,Hill,21.53072960480769,0.2237372881906663,True,
HCCS_18692,,,,,,,False,No valid model fit
HDAC5_91427,,,,,,,False,No valid model fit
HDAC5_93392,,,,,,,False,No valid model fit
HDAC5_93394,,,,,,,False,No valid model fit
HDAC6_90749,6.11713171005249,3.6265498629760673,19.319198731541597,Linear,37.58902642265146,0.11276269457183796,True,
HDAC6_91641,,,,,,,False,No valid model fit
HDAC6_91698,,,,,,,False,No valid model fit
HDHD5_18554,,,,,,,False,No valid model fit
HEATR3_12162,,,,,,,False,No valid model fit
HEATR5B_24749,,,,,,,False,No valid model fit
HEBP1_2919,6.979556083679199,3.942331399712306,30.042831348803418,Linear,46.709080436248,0.12032618749926283,True,
HEBP2_16009,,,,,,,False,No valid model fit
HECTD2_89136,,,,,,,False,No valid model fit
HEMK1_11439,,,,,,,False,No valid model fit
HERC5_11373,,,,,,,False,No valid model fit
HES6_26394,,,,,,,False,No valid model fit
HESX1_24317,,,,,,,False,No valid model fit
HEXA_2929,0.914224045877386,0.18558798051779107,9.573960222634923,Hill,32.87927166942626,0.9576412125619891,True,
HEY1_27306,,,,,,,False,No valid model fit
HFM1_23436,,,,,,,False,No valid model fit
HGSNAT_89397,,,,,,,False,No valid model fit
HGSNAT_90023,,,,,,,False,No valid model fit
HHAT_15577,,,,,,,False,No valid model fit
HHEX_17934,6.455906629562378,2.7828201201787324,9.084265017705738,Polynomial 2,37.326580262434504,0.9677424502946619,True,
HHIP_12808,,,,,,,False,No valid model fit
HIGD1A_93107,,,,,,,False,No valid model fit
HIRIP3_23392,,,,,,,False,No valid model fit
HJURP_2968,,,,,,,False,No valid model fit
HK2_19363,,,,,,,False,No valid model fit
HLA-DOA_23325,,,,,,,False,No valid model fit
HLA-DQB1_19840,,,,,,,False,No valid model fit
HLA-E_3000,,,,,,,False,No valid model fit
HLF_15919,,,,,,,False,No valid model fit
HMBS_25874,,,,,,,False,No valid model fit
HMGB1_3023,,,,,,,False,No valid model fit
HMGB2_92939,,,,,,,False,No valid model fit
HMGCL_10876,,,,,,,False,No valid model fit
HMGCR_3029,,,,,,,False,No valid model fit
HMGCS1_92572,,,,,,,False,No valid model fit
HMGN2_93206,,,,,,,False,No valid model fit
HMGN5_15632,,,,,,,False,No valid model fit
HMGXB3_91010,,,,,,,False,No valid model fit
HMGXB4_25746,,,,,,,False,No valid model fit
HMOX2_12484,,,,,,,False,No valid model fit
HNRNPA0_19321,,,,,,,False,No valid model fit
HNRNPA1L2_92807,,,,,,,False,No valid model fit
HNRNPA1P48_88257,,,,,,,False,No valid model fit
HNRNPA1_93310,4.370641708374023,2.868721136449187,9.067408808876719,Linear,38.6111083345831,0.976264614291324,True,
HNRNPA1_93398,,,,,,,False,No valid model fit
HNRNPA2B1_3054,6.18419885635376,2.6898565481170538,8.455545853144748,Polynomial 2,29.690523121131452,0.13656749424216352,True,
HNRNPAB_93184,,,,,,,False,No valid model fit
HNRNPF_3064,6.1928534507751465,2.817957495313464,8.470494686047793,Polynomial 2,2.6067049808447895,0.36460889547017605,True,
HNRNPH2_33515,,,,,,,False,No valid model fit
HNRNPL_92491,,,,,,,False,No valid model fit
HNRNPR_23683,,,,,,,False,No valid model fit
HNRNPUL2_18637,,,,,,,False,No valid model fit
HOMER1_22238,,,,,,,False,No valid model fit
HOOK2_87973,,,,,,,False,No valid model fit
HOXA11_22028,1.0057717874682768,0.06809561991099969,966.3123117699298,Hill,64.10537409613602,0.8076486646165726,True,
HOXA1_19858,,,,,,,False,No valid model fit
HOXA4_90784,,,,,,,False,No valid model fit
HOXB9_22606,,,,,,,False,No valid model fit
HOXC10_20146,,,,,,,False,No valid model fit
HOXC12_22463,,,,,,,False,No valid model fit
HPCA_26095,5.572195053100586,3.4088612835664067,15.093888169549178,Linear,63.71398678118635,0.1583329775670883,True,
HPF1_17501,3.965463638305664,2.6656694129110416,7.643670850354427,Linear,16.1761539439393,0.4816591373343815,True,
HPS1_17529,,,,,,,False,No valid model fit
HPS1_27331,,,,,,,False,No valid model fit
HPS3_11822,4.582982063293457,2.971346962806974,9.909969858530971,Linear,14.531704843700547,0.18218518572665476,True,
HPS5_21679,,,,,,,False,No valid model fit
HS1BP3_19510,,,,,,,False,No valid model fit
HS2ST1_3103,,,,,,,False,No valid model fit
HS6ST3_20281,,,,,,,False,No valid model fit
HSBP1L1_21598,,,,,,,False,No valid model fit
HSBP1_15138,,,,,,,False,No valid model fit
HSD17B11_3115,,,,,,,False,No valid model fit
HSD17B13_16739,,,,,,,False,No valid model fit
HSF4_33821,,,,,,,False,No valid model fit
HSP90AA1_3127,,,,,,,False,No valid model fit
HSPA1B_3136,,,,,,,False,No valid model fit
HSPA4L_24177,,,,,,,False,No valid model fit
HSPA4_3139,,,,,,,False,No valid model fit
HSPA5_14023,,,,,,,False,No valid model fit
HSPA6_21239,,,,,,,False,No valid model fit
HSPA8_92548,,,,,,,False,No valid model fit
HSPA8_92550,,,,,,,False,No valid model fit
HSPA8_92551,,,,,,,False,No valid model fit
HSPA8_93357,3.107309341430664,2.1953502424445266,5.237715163050965,Linear,20.922245332474517,0.16698923879219463,True,
HSPD1_92838,0.44939701363576323,0.11765630412282103,2.0731932425499235,Hill,53.95514035108798,0.8693009978276072,True,
HSPD1_92839,,,,,,,False,No valid model fit
HSPD1_93360,,,,,,,False,No valid model fit
HSPE1_92598,,,,,,,False,No valid model fit
HSPH1_11423,,,,,,,False,No valid model fit
HYAL2_18942,,,,,,,False,No valid model fit
HYOU1_3177,,,,,,,False,No valid model fit
HYPK_3180,,,,,,,False,No valid model fit
IARS1_88338,,,,,,,False,No valid model fit
IBTK_25569,,,,,,,False,No valid model fit
ID4_10936,,,,,,,False,No valid model fit
IDE_3201,,,,,,,False,No valid model fit
IDH3B_11112,0.33481731120721275,0.10536823597501971,-9999.0,Hill,29.680097696044164,0.22264187408993086,True,
IDI1_92378,,,,,,,False,No valid model fit
IDNK_11284,,,,,,,False,No valid model fit
IDS_25235,,,,,,,False,No valid model fit
IFI30_22048,,,,,,,False,No valid model fit
IFI30_3216,,,,,,,False,No valid model fit
IFIT1_3219,1.3100208769896884,0.29370794796578253,9.6369456582749,Hill,23.167332797562686,0.15096354176118298,True,
IFITM1_3226,,,,,,,False,No valid model fit
IFNAR2_10770,7.952768802642822,3.865366099779858,19.734445814677894,Polynomial 2,47.25093743804386,0.41976921249041477,True,
IFRD1_27344,,,,,,,False,No valid model fit
IFRD2_3246,1.5180335519918757,0.12211097011691793,-9999.0,Hill,48.270475368163424,0.8715384127360294,True,
IFT122_91143,,,,,,,False,No valid model fit
IFT122_91391,,,,,,,False,No valid model fit
IFT122_91624,,,,,,,False,No valid model fit
IFT140_17674,,,,,,,False,No valid model fit
IFT46_15294,,,,,,,False,No valid model fit
IFT57_92591,,,,,,,False,No valid model fit
IFT80_11002,,,,,,,False,No valid model fit
IFT88_87478,,,,,,,False,No valid model fit
IGBP1_15620,,,,,,,False,No valid model fit
IGDCC3_26459,,,,,,,False,No valid model fit
IGFBP2_21122,0.11723140381035374,0.030123722671725507,0.5011440143211644,Hill,16.02132189902282,0.3079062573748983,True,
IGFBP4_3271,,,,,,,False,No valid model fit
IGFLR1_91376,7.219544053077698,3.3600628757497066,12.187341590349622,Polynomial 2,51.53256337562907,0.7525605228496859,True,
IGLL1_11899,,,,,,,False,No valid model fit
IKZF2_26537,,,,,,,False,No valid model fit
IL15RA_27350,,,,,,,False,No valid model fit
IL17RA_23406,,,,,,,False,No valid model fit
IL17RB_21346,,,,,,,False,No valid model fit
IL17RC_19302,1.6278072873207252,0.30572440887893215,9.79009853141704,Hill,41.79299743818833,0.3343889388226823,True,
IL17RD_25048,0.3088191747249264,0.10782911080351582,0.9269532945679276,Hill,43.83688638114842,0.19144690706344647,True,
IL18R1_28357,5.055114030838013,3.1875121958338775,12.0842443000479,Linear,46.41314994910026,0.6989462048745865,True,
IL1RAP_17980,,,,,,,False,No valid model fit
ILF2_3354,,,,,,,False,No valid model fit
IMMP1L_23227,,,,,,,False,No valid model fit
IMMP2L_19855,,,,,,,False,No valid model fit
IMP4_24629,,,,,,,False,No valid model fit
IMPACT_24131,,,,,,,False,No valid model fit
IMPDH1_92511,2.923218011856079,2.0870358490718455,4.804204477962404,Linear,25.286723105455042,0.8729759514938766,True,
ING1_12019,,,,,,,False,No valid model fit
ING2_11768,,,,,,,False,No valid model fit
ING3_16341,3.447221162287347,2.3885901805481184,9.729309620724191,Power,0.9222088748873816,0.8451119717219948,True,
ING4_13478,,,,,,,False,No valid model fit
INO80B_33691,5.841267108917236,3.519114375185704,17.014098429827026,Linear,35.79228128656352,0.9607273082112012,True,
INPP1_29011,1.2946981257895371,0.12736928668783165,9.970756843529605,Hill,38.22905425591711,0.85849418163974,True,
INPP4A_22995,,,,,,,False,No valid model fit
INPP5D_20488,,,,,,,False,No valid model fit
INPP5J_3381,,,,,,,False,No valid model fit
INSIG1_3385,5.768266916275024,2.4081007814737596,7.587050288785504,Polynomial 2,19.17664478699058,0.7411126968732282,True,
INTS3_91538,,,,,,,False,No valid model fit
IP6K2_27355,,,,,,,False,No valid model fit
IP6K2_28897,6.414752006530762,2.9117225994450213,8.984272565197951,Polynomial 2,23.940190864237113,0.32242704473408046,True,
IPO4_17138,5.7779853411654605,3.493732723726804,16.5363678082757,Power,30.559907074049825,0.9129732678209043,True,
IPPK_11524,,,,,,,False,No valid model fit
IPP_11562,5.231777276587741,3.2644768193233475,13.026506815296317,Power,30.697278522132727,0.308463795359629,True,
IQANK1_88393,,,,,,,False,No valid model fit
IQGAP2_17066,,,,,,,False,No valid model fit
IQGAP3_14391,,,,,,,False,No valid model fit
IRAK1_22997,,,,,,,False,No valid model fit
IRAK4_3407,,,,,,,False,No valid model fit
IRF2BPL_13703,6.213994026184082,3.003105312691642,8.517557416769218,Polynomial 2,58.91227214216251,0.20813540599660374,True,
IRF2_21246,,,,,,,False,No valid model fit
IRS1_20491,,,,,,,False,No valid model fit
IRS2_21012,,,,,,,False,No valid model fit
ISCA1_92756,,,,,,,False,No valid model fit
ISG15_3415,,,,,,,False,No valid model fit
ISG20L2_23500,,,,,,,False,No valid model fit
ISL1_11752,0.31800739968246416,0.11621002337179145,0.8957973875274116,Hill,28.37962013888203,0.10712646394138803,True,
ISM2_90487,,,,,,,False,No valid model fit
ISOC2_14169,,,,,,,False,No valid model fit
ITFG1_3424,,,,,,,False,No valid model fit
ITGA2B_25133,,,,,,,False,No valid model fit
ITGB5_3450,5.645273923873901,3.4387422104185488,15.588122213650092,Linear,58.52351864496476,0.9768006216630442,True,
ITM2B_3452,,,,,,,False,No valid model fit
ITPA_26342,,,,,,,False,No valid model fit
ITPR2_87888,,,,,,,False,No valid model fit
IVNS1ABP_14113,,,,,,,False,No valid model fit
IWS1_15910,0.3541653449014825,0.0693620568838296,1.6509726921527623,Hill,9.570469412704636,0.537938778060014,True,
JARID2_10461,,,,,,,False,No valid model fit
JDP2_18999,,,,,,,False,No valid model fit
JMJD6_3471,,,,,,,False,No valid model fit
JMJD8_15047,6.4175355434417725,2.797405686847288,8.990959148800778,Polynomial 2,22.72486591406359,0.17372506849210756,True,
JMY_12949,,,,,,,False,No valid model fit
JPT2_3042,,,,,,,False,No valid model fit
JPT2_88578,,,,,,,False,No valid model fit
JUN_89022,,,,,,,False,No valid model fit
KAT2B_22724,,,,,,,False,No valid model fit
KAT6A_3486,,,,,,,False,No valid model fit
KATNA1_3491,,,,,,,False,No valid model fit
KCNB1_91473,,,,,,,False,No valid model fit
KCNJ11_17384,,,,,,,False,No valid model fit
KCNK2_25989,0.8194666243060335,0.11101440564424678,7.091097769746292,Hill,42.95818642723406,0.6465391111104333,True,
KCNQ5_18458,,,,,,,False,No valid model fit
KCTD11_89870,,,,,,,False,No valid model fit
KCTD12_11921,,,,,,,False,No valid model fit
KCTD18_16699,,,,,,,False,No valid model fit
KCTD19_89872,6.598208546638489,3.081530839655339,9.445540529933096,Polynomial 2,61.02986815717448,0.5945530445608753,True,
KCTD1_21439,,,,,,,False,No valid model fit
KCTD2_3533,,,,,,,False,No valid model fit
KDELR1_3537,,,,,,,False,No valid model fit
KDELR3_13613,,,,,,,False,No valid model fit
KDM1A_23476,,,,,,,False,No valid model fit
KDM3B_24281,,,,,,,False,No valid model fit
KDM5B_91418,,,,,,,False,No valid model fit
KHSRP_3551,,,,,,,False,No valid model fit
KIAA1217_13013,,,,,,,False,No valid model fit
KIAA1217_27395,,,,,,,False,No valid model fit
KIAA1614_20559,,,,,,,False,No valid model fit
KIF13A_22151,,,,,,,False,No valid model fit
KIF17_17581,3.0298714162209435,0.16393765875248117,10.097811767922312,Hill,25.73406261935166,0.2582678637807161,True,
KIF1A_18848,,,,,,,False,No valid model fit
KIF1C_26242,,,,,,,False,No valid model fit
KIF21B_88098,,,,,,,False,No valid model fit
KIF27_26112,,,,,,,False,No valid model fit
KIF3B_18301,0.3462946263152149,0.10432281951875239,-9999.0,Hill,33.490479944502184,0.17903550374714705,True,
KIFAP3_22932,3.7035346031188965,2.5288775458666075,6.83224292160828,Linear,19.82291642112459,0.7836757322265356,True,
KIFBP_3583,,,,,,,False,No valid model fit
KIRREL1_22820,,,,,,,False,No valid model fit
KLF10_11941,,,,,,,False,No valid model fit
KLF12_12349,,,,,,,False,No valid model fit
KLF15_17367,,,,,,,False,No valid model fit
KLF5_20609,,,,,,,False,No valid model fit
KLF6_3626,,,,,,,False,No valid model fit
KLHDC1_13148,,,,,,,False,No valid model fit
KLHDC2_3630,,,,,,,False,No valid model fit
KLHL18_17560,,,,,,,False,No valid model fit
KLHL21_3635,,,,,,,False,No valid model fit
KLHL22_11503,,,,,,,False,No valid model fit
KLHL24_20638,,,,,,,False,No valid model fit
KLHL25_19012,,,,,,,False,No valid model fit
KLHL26_12618,6.605658531188965,3.8104481165206296,24.555149912501562,Linear,37.35859425312988,0.18674543591284165,True,
KLRC2_12242,3.9586949348449707,2.6622209089642745,7.6217935674767245,Linear,35.615027467000864,0.8142380399664418,True,
KMT2A_27405,6.270517110824585,2.800993351413299,8.646118270477647,Polynomial 2,25.22170904701637,0.7840266253024331,True,
KMT2B_21566,,,,,,,False,No valid model fit
KMT2E_3661,3.865482709564439,2.6139029355059695,9.854955851188656,Power,43.97896199019591,0.9994737875279996,True,
KMT5A_22149,,,,,,,False,No valid model fit
KMT5B_10757,,,,,,,False,No valid model fit
KNTC1_22269,,,,,,,False,No valid model fit
KPNA1_12239,4.607934951782227,2.983083166575673,10.013964340643549,Linear,14.94942024605414,0.9712847488142441,True,
KPNA2_3669,,,,,,,False,No valid model fit
KPNA4_12244,,,,,,,False,No valid model fit
KRBOX4_25794,,,,,,,False,No valid model fit
KRR1_21479,0.3161870425314186,0.10799499944299967,0.9066947247479351,Hill,9.157642668508746,0.459341937270877,True,
KRT19_10816,,,,,,,False,No valid model fit
KRT8_19801,,,,,,,False,No valid model fit
KRTAP19-1_19257,,,,,,,False,No valid model fit
KSR1_25248,,,,,,,False,No valid model fit
KTI12_27423,,,,,,,False,No valid model fit
KTN1_3708,,,,,,,False,No valid model fit
L1CAM_12063,5.152559280395508,3.2300482303791576,12.594428604800544,Linear,54.27450940917117,0.8638952965665014,True,
L3MBTL2_24136,,,,,,,False,No valid model fit
L3MBTL3_18907,,,,,,,False,No valid model fit
LACTB_23770,,,,,,,False,No valid model fit
LAD1_10562,,,,,,,False,No valid model fit
LAGE3_3716,,,,,,,False,No valid model fit
LAMB2_21018,,,,,,,False,No valid model fit
LAMB2_3721,,,,,,,False,No valid model fit
LAMP1_3730,,,,,,,False,No valid model fit
LAMP2_23159,5.9880757331848145,2.6402654591258354,8.029300923874363,Polynomial 2,0.8532360026637527,0.5524205019372297,True,
LAMTOR5_33769,,,,,,,False,No valid model fit
LARP1B_92798,,,,,,,False,No valid model fit
LARP4B_18731,,,,,,,False,No valid model fit
LARP4_92916,,,,,,,False,No valid model fit
LARP6_19123,,,,,,,False,No valid model fit
LARS1_3750,,,,,,,False,No valid model fit
LARS2_18400,,,,,,,False,No valid model fit
LBX2_88377,,,,,,,False,No valid model fit
LCMT1_21967,,,,,,,False,No valid model fit
LCMT2_26119,,,,,,,False,No valid model fit
LDB1_15375,,,,,,,False,No valid model fit
LDHA_3766,,,,,,,False,No valid model fit
LDLR_19353,,,,,,,False,No valid model fit
LEKR1_22011,,,,,,,False,No valid model fit
LENG1_16214,,,,,,,False,No valid model fit
LENG8_13024,,,,,,,False,No valid model fit
LENG9_89607,2.965819835662842,2.112310822756693,4.9030075689518835,Linear,42.1808359535145,0.848423103703583,True,
LEO1_18270,,,,,,,False,No valid model fit
LETM1_12773,,,,,,,False,No valid model fit
LETMD1_12057,,,,,,,False,No valid model fit
LHX9_14024,2.5735390186309814,1.8725696170214272,4.044724728720382,Linear,32.382876732428514,0.9255088912377218,True,
LIG1_3795,,,,,,,False,No valid model fit
LIG4_3798,,,,,,,False,No valid model fit
LIMS2_21296,,,,,,,False,No valid model fit
LIMS3_33995,,,,,,,False,No valid model fit
LIN28B_87419,2.5674021244049072,1.8686946879684423,4.032075559412437,Linear,18.622220677745098,0.8073422297730724,True,
LIN37_13327,,,,,,,False,No valid model fit
LIN7C_17178,,,,,,,False,No valid model fit
LINC00869_3808,,,,,,,False,No valid model fit
LINC01619_11025,4.886560440063477,3.112322366059865,11.254657984838994,Linear,65.22527437277729,0.40023164961324775,True,
LINGO1_18522,5.146918296813965,3.227620406199356,12.564524620508365,Linear,38.491919581659225,0.6040727883427403,True,
LIPA_3812,,,,,,,False,No valid model fit
LLPH_92803,,,,,,,False,No valid model fit
LMBR1_13296,,,,,,,False,No valid model fit
