gene,bmd,bmdl,bmdu,model,aic,pvalue,converged,error
CERS5_89660,,,,,,,False,No valid model fit
CES2_91688,2.645430564880371,0.6395515414145077,-9999.0,Exponential 5,22.06378297672159,0.3392622157308419,True,
CETN3_28289,,,,,,,False,No valid model fit
CFAP300_12892,,,,,,,False,No valid model fit
CFAP53_22793,,,,,,,False,No valid model fit
CFAP70_12714,,,,,,,False,No valid model fit
CFHR3_11110,,,,,,,False,No valid model fit
CFL1_1268,,,,,,,False,No valid model fit
CGRRF1_1278,3.3666419044395486,2.343913080386433,9.70323936700746,Power,49.50594372109237,0.20206106435747617,True,
CHAC2_20593,,,,,,,False,No valid model fit
CHCHD10_21375,0.2975855284200304,0.016209526382776403,-9999.0,Hill,37.006820730147126,0.990907648630909,True,
CHCHD1_33599,0.08398660835783289,0.022882959759061277,0.41049948625984717,Hill,12.803534764503254,0.7584695640601937,True,
CHCHD3_27012,,,,,,,False,No valid model fit
CHD6_16458,,,,,,,False,No valid model fit
CHD8_25349,,,,,,,False,No valid model fit
CHFR_91338,6.070127487182617,3.6084564060237723,18.899580021068004,Linear,29.7057221937909,0.11734203677404664,True,
CHFR_91601,6.175730228424072,3.038709828491222,8.436725248972266,Polynomial 2,36.11589346219902,0.14103420879814077,True,
CHGB_12311,,,,,,,False,No valid model fit
CHMP5_92401,1.2210966786291606,0.19726696210764738,9.77433220187042,Hill,24.192291892801794,0.9464523198723492,True,
CHMP7_18176,,,,,,,False,No valid model fit
CHN1_1312,,,,,,,False,No valid model fit
CHORDC1_92557,,,,,,,False,No valid model fit
CHP1_93151,,,,,,,False,No valid model fit
CHPT1_89581,,,,,,,False,No valid model fit
CHPT1_90365,,,,,,,False,No valid model fit
CHRD_21008,,,,,,,False,No valid model fit
CHRNA5_13742,,,,,,,False,No valid model fit
CHST11_28342,,,,,,,False,No valid model fit
CHSY3_23288,,,,,,,False,No valid model fit
CIAO2A_14110,6.645694971084595,2.9039872428465534,9.565352525983528,Polynomial 2,20.85302957959265,0.888661537545056,True,
CIAPIN1_1343,,,,,,,False,No valid model fit
CINP_19950,,,,,,,False,No valid model fit
CIR1_92792,3.1741551832346526,2.234997016187198,9.586949257487591,Power,8.987040227769432,0.16368928903735092,True,
CIRBP_1351,,,,,,,False,No valid model fit
CISD3_16115,0.3223148562311523,0.11779206605883408,0.9335223236258273,Hill,31.464835710331098,0.1075581061118025,True,
CITED1_11786,0.10012766682431735,0.020928400826438473,0.6062652679287424,Hill,4.025623239170998,0.548824565505138,True,
CIZ1_25500,,,,,,,False,No valid model fit
CKS1B_1362,6.1391448974609375,2.679293593098793,8.355740278380788,Polynomial 2,19.94736726360287,0.5942417206319657,True,
CLCN6_20026,,,,,,,False,No valid model fit
CLDN4_89537,,,,,,,False,No valid model fit
CLEC18B_11866,,,,,,,False,No valid model fit
CLEC2D_27022,,,,,,,False,No valid model fit
CLHC1_16697,,,,,,,False,No valid model fit
CLIP1_17874,,,,,,,False,No valid model fit
CLIP2_16880,,,,,,,False,No valid model fit
CLK1_27025,,,,,,,False,No valid model fit
CLMP_15672,,,,,,,False,No valid model fit
CLN6_25567,,,,,,,False,No valid model fit
CLPTM1L_26208,,,,,,,False,No valid model fit
CLPTM1_28582,,,,,,,False,No valid model fit
CLSTN3_17677,,,,,,,False,No valid model fit
CLTB_1402,,,,,,,False,No valid model fit
CLUAP1_18900,,,,,,,False,No valid model fit
CLUH_15760,,,,,,,False,No valid model fit
CLYBL_90121,,,,,,,False,No valid model fit
CMC2_92467,,,,,,,False,No valid model fit
CMC4_27029,4.9816834385952795,3.1550900119771934,11.7151173600605,Power,18.173123227783023,0.18122335211224128,True,
CMTM7_23795,,,,,,,False,No valid model fit
CNIH2_25682,,,,,,,False,No valid model fit
CNKSR3_10480,,,,,,,False,No valid model fit
CNOT10_27037,,,,,,,False,No valid model fit
CNOT11_23201,,,,,,,False,No valid model fit
CNOT1_10812,,,,,,,False,No valid model fit
CNOT6_33792,,,,,,,False,No valid model fit
CNPY1_13096,,,,,,,False,No valid model fit
COA7_23427,,,,,,,False,No valid model fit
COG4_28894,,,,,,,False,No valid model fit
COG5_1449,6.799834966659546,3.4457627635141663,9.988563422231541,Polynomial 2,29.99821267970374,0.16107072279976276,True,
COL14A1_24160,,,,,,,False,No valid model fit
COL26A1_14870,,,,,,,False,No valid model fit
COL27A1_13893,,,,,,,False,No valid model fit
COL5A1_1480,1.9543790249195676,0.3995797645484994,9.776850993894273,Hill,27.212177779714793,0.5469597337393176,True,
COL6A2_14013,,,,,,,False,No valid model fit
COPA_88291,,,,,,,False,No valid model fit
COPRS_15522,,,,,,,False,No valid model fit
COPS3_1496,,,,,,,False,No valid model fit
COPS6_13125,,,,,,,False,No valid model fit
COPS7B_16589,,,,,,,False,No valid model fit
COPS9_27541,,,,,,,False,No valid model fit
COPZ1_1499,,,,,,,False,No valid model fit
COQ4_22951,1.0476523026580455,0.18459506966349265,9.63272805379942,Hill,17.704193786652176,0.4019931515661621,True,
COQ6_26091,,,,,,,False,No valid model fit
COX10_90743,,,,,,,False,No valid model fit
COX11_27052,,,,,,,False,No valid model fit
COX14_87565,6.15755558013916,3.643145789082692,19.690887542548115,Linear,42.38473719340055,0.6949897086323779,True,
COX18_16986,,,,,,,False,No valid model fit
COX7A2L_20340,,,,,,,False,No valid model fit
CPEB3_25890,,,,,,,False,No valid model fit
CPLANE2_21632,,,,,,,False,No valid model fit
CPS1_15784,,,,,,,False,No valid model fit
CPT1B_21939,,,,,,,False,No valid model fit
CRAT_11181,,,,,,,False,No valid model fit
CREB5_14405,,,,,,,False,No valid model fit
CREBRF_19339,,,,,,,False,No valid model fit
CREBZF_25527,,,,,,,False,No valid model fit
CREG2_18035,2.3144596815109253,1.707797792304311,3.527982814835948,Linear,28.794269274647874,0.6667411207574376,True,
CRELD2_1561,4.255764484405518,2.8126029832327966,8.640506861316094,Linear,26.053390200276276,0.17369220022083443,True,
CRLS1_15326,,,,,,,False,No valid model fit
CROCC_87629,,,,,,,False,No valid model fit
CRTC1_1581,,,,,,,False,No valid model fit
CRY1_15619,,,,,,,False,No valid model fit
CRYBG3_19340,,,,,,,False,No valid model fit
CRYZ_1586,0.2791584836700277,0.06342328057884991,1.0265396316015687,Hill,59.403381053040874,0.7414072578805677,True,
CSAD_18202,,,,,,,False,No valid model fit
CSE1L_12096,,,,,,,False,No valid model fit
CSK_90070,,,,,,,False,No valid model fit
CSNK1E_1602,,,,,,,False,No valid model fit
CSNK2A2_1609,2.702169418334961,1.9534845606507412,4.3145003383404354,Linear,8.472021592718626,0.9359943906550466,True,
CSRP1_90001,,,,,,,False,No valid model fit
CST3_27071,,,,,,,False,No valid model fit
CSTB_17311,,,,,,,False,No valid model fit
CSTF1_22294,,,,,,,False,No valid model fit
CSTF2T_25681,,,,,,,False,No valid model fit
CSTF2_18242,0.8627640233149316,0.2746088728393036,5.888744076931483,Hill,4.289269006963746,0.8000708780191155,True,
CTDP1_33900,,,,,,,False,No valid model fit
CTDSP1_23256,,,,,,,False,No valid model fit
CTDSP2_18064,,,,,,,False,No valid model fit
CTNNBIP1_88148,,,,,,,False,No valid model fit
CTPS1_16302,,,,,,,False,No valid model fit
CTPS1_1637,,,,,,,False,No valid model fit
CTRL_16990,,,,,,,False,No valid model fit
CTSL_1647,,,,,,,False,No valid model fit
CTSO_11581,,,,,,,False,No valid model fit
CTTN_1650,5.919461250305176,2.5618555628441904,7.89226407799947,Polynomial 2,-8.304385449282629,0.7848631608731219,True,
CTU2_91243,,,,,,,False,No valid model fit
CTXN1_25660,,,,,,,False,No valid model fit
CUL3_21722,,,,,,,False,No valid model fit
CUL4A_14436,,,,,,,False,No valid model fit
CUX2_17256,,,,,,,False,No valid model fit
CWC27_23684,,,,,,,False,No valid model fit
CXXC5_18070,,,,,,,False,No valid model fit
CXorf38_25723,,,,,,,False,No valid model fit
CYB561A3_15602,,,,,,,False,No valid model fit
CYB561D1_25678,,,,,,,False,No valid model fit
CYB5D2_16839,,,,,,,False,No valid model fit
CYB5R1_11077,,,,,,,False,No valid model fit
CYCS_1692,,,,,,,False,No valid model fit
CYP1A1_1698,,,,,,,False,No valid model fit
CYP27B1_11889,0.8023067889819655,0.11395920842688603,6.55010265644159,Hill,46.17150904821901,0.601560782849992,True,
CYP2E1_1722,,,,,,,False,No valid model fit
CYP2J2_15148,,,,,,,False,No valid model fit
CYP39A1_17915,,,,,,,False,No valid model fit
CZIB_19136,,,,,,,False,No valid model fit
DALRD3_24506,,,,,,,False,No valid model fit
DAP3_92736,6.559528112411499,3.129866272758659,9.345314025899322,Polynomial 2,43.5579335886136,0.3369535516389469,True,
DAP_33810,2.2359514236450195,1.6116679422199436,4.531252355079526,Linear,-8.314767070055417,0.6568762149639733,True,
DBF4_92332,,,,,,,False,No valid model fit
DBI_92888,5.48626184463501,3.3733396549054087,14.537136665981063,Linear,38.76926991333244,0.12482397041945437,True,
DCAF13_18257,,,,,,,False,No valid model fit
DCAF17_90352,,,,,,,False,No valid model fit
DCBLD1_22528,,,,,,,False,No valid model fit
DCLRE1B_14906,4.3595075607299805,2.8633009835271643,9.025271288204825,Linear,39.68673031493947,0.7641657776044979,True,
DCTD_1785,3.287254495953546,2.299471693316957,9.65136796422614,Power,10.550889308320496,0.10651434411701555,True,
DCTN6_1789,,,,,,,False,No valid model fit
DCTPP1_22808,,,,,,,False,No valid model fit
DCUN1D2_22253,,,,,,,False,No valid model fit
DCUN1D5_19261,,,,,,,False,No valid model fit
DDAH1_17865,,,,,,,False,No valid model fit
DDB2_1798,,,,,,,False,No valid model fit
DDHD1_10888,,,,,,,False,No valid model fit
DDIT3_1800,,,,,,,False,No valid model fit
DDN_11835,,,,,,,False,No valid model fit
DDR1_1804,,,,,,,False,No valid model fit
DDX10_93091,,,,,,,False,No valid model fit
DDX17_12010,,,,,,,False,No valid model fit
DDX19B_25206,,,,,,,False,No valid model fit
DDX23_14211,,,,,,,False,No valid model fit
DDX39A_15753,2.9793810844421387,2.1202841947097784,4.934847140614471,Linear,21.584400909639236,0.20984306130375552,True,
DDX46_1822,,,,,,,False,No valid model fit
DDX52_16336,,,,,,,False,No valid model fit
DDX54_15569,3.836488723754883,2.598819189357423,7.234568446702148,Linear,30.030343619206157,0.407650505957872,True,
DDX59_90393,,,,,,,False,No valid model fit
DEGS1_16442,,,,,,,False,No valid model fit
DENND11_26338,,,,,,,False,No valid model fit
DENND1C_22779,5.585019588470459,2.356512410557272,7.24187634618727,Polynomial 2,28.25586531401278,0.6918522819126023,True,
DENND2A_23452,,,,,,,False,No valid model fit
DENND6B_21360,0.062283525007798934,0.011876717272645382,0.33456117861025214,Hill,52.72609357738511,0.8593688809319603,True,
DEPDC4_17536,,,,,,,False,No valid model fit
DERA_28317,,,,,,,False,No valid model fit
DERL3_20447,,,,,,,False,No valid model fit
DESI1_20587,,,,,,,False,No valid model fit
DEXI_17905,,,,,,,False,No valid model fit
DFFB_1853,,,,,,,False,No valid model fit
DGAT2_15185,,,,,,,False,No valid model fit
DGCR6_15534,,,,,,,False,No valid model fit
DGKD_19445,,,,,,,False,No valid model fit
DHCR24_11979,,,,,,,False,No valid model fit
DHCR7_90281,,,,,,,False,No valid model fit
DHFR_93237,,,,,,,False,No valid model fit
DHPS_91326,,,,,,,False,No valid model fit
DHPS_91625,,,,,,,False,No valid model fit
DHRS12_25640,0.2842737886920161,0.11591622352177185,0.9430769810530303,Hill,22.188449077986864,0.6764549250089616,True,
DHRS12_27110,3.069677948951721,2.173345760082305,5.146769534505646,Linear,40.303341916131814,0.5325678227883675,True,
DHRS1_10847,,,,,,,False,No valid model fit
DHRS2_15289,,,,,,,False,No valid model fit
DHRS2_1857,1.399815896435521,0.1496888402123226,9.971067311066625,Hill,37.78823557010225,0.8792951800980069,True,
DHRS4L1_17997,,,,,,,False,No valid model fit
DHX16_1862,,,,,,,False,No valid model fit
DHX29_88649,,,,,,,False,No valid model fit
DHX36_23503,,,,,,,False,No valid model fit
DHX37_13234,4.785351753234863,3.0650275677104917,10.786761392746786,Linear,45.89111076255609,0.9567434928088412,True,
DIABLO_22200,1.3894104957580566,0.45776245198837306,7.23260004434203,Exponential 5,26.36907784150315,0.11006006526770329,True,
DIS3_22267,,,,,,,False,No valid model fit
DISC1_25716,6.424660682678223,3.7432299850196014,22.40957663376213,Linear,35.791113731598415,0.17474510329926474,True,
DISP2_19584,0.8846816157689509,0.11043733904109077,9.6118656957281,Hill,66.67932658592112,0.8343339298769443,True,
DKC1_19268,,,,,,,False,No valid model fit
DLAT_1875,,,,,,,False,No valid model fit
DLC1_27115,,,,,,,False,No valid model fit
DLG4_19264,,,,,,,False,No valid model fit
DLX4_17266,,,,,,,False,No valid model fit
DLX6_11275,,,,,,,False,No valid model fit
DMAP1_24751,,,,,,,False,No valid model fit
DMBX1_19686,,,,,,,False,No valid model fit
DMPK_90475,,,,,,,False,No valid model fit
DMPK_91464,10.26499838994046,8.075224784424506,13.647489306396443,Power,30.754081816051738,0.13319747888114342,True,
DMRT3_90700,,,,,,,False,No valid model fit
DMXL2_16726,5.131105184555054,3.220717917249718,12.480087579437523,Linear,58.47253950443246,0.19524136935941994,True,
DMXL2_1888,,,,,,,False,No valid model fit
DNAAF1_23382,,,,,,,False,No valid model fit
DNAAF2_15022,,,,,,,False,No valid model fit
DNAH6_88864,,,,,,,False,No valid model fit
DNAJA1_1891,,,,,,,False,No valid model fit
DNAJB14_1905,,,,,,,False,No valid model fit
DNAJC11_1916,,,,,,,False,No valid model fit
DNAJC12_24724,4.467215538024902,2.566164086335454,5.549684996174873,Polynomial 2,12.237853900403142,0.9938091506443922,True,
DNAJC17_92469,,,,,,,False,No valid model fit
DNAJC18_18335,3.8397812843322754,2.600502182378638,7.244746404185603,Linear,28.39791773458889,0.43679214087501406,True,
DNAJC21_14132,,,,,,,False,No valid model fit
DNAJC2_20406,,,,,,,False,No valid model fit
DNAJC3_1920,0.5773030644101667,0.12329181367146072,3.609095435934729,Hill,24.39968917312923,0.9139747497267724,True,
DNAJC4_20379,,,,,,,False,No valid model fit
DNAJC8_92688,,,,,,,False,No valid model fit
DNAJC9_21868,,,,,,,False,No valid model fit
DNAL4_21028,,,,,,,False,No valid model fit
DNASE1L1_24443,,,,,,,False,No valid model fit
DNHD1_91200,,,,,,,False,No valid model fit
DNMBP_89585,,,,,,,False,No valid model fit
DNTTIP2_1936,,,,,,,False,No valid model fit
DOC2A_12171,,,,,,,False,No valid model fit
DOCK11_17810,,,,,,,False,No valid model fit
DOCK6_16776,,,,,,,False,No valid model fit
DOCK7_14848,1.4521265029907227,1.4162762119643806,1.4611168322605756,Linear,1.1193990018192492,0.10834705672169287,True,
DOK3_27136,,,,,,,False,No valid model fit
DPH2_91556,,,,,,,False,No valid model fit
DPH6_11797,,,,,,,False,No valid model fit
DPM2_1947,2.2550511360168457,2.228007887332138,2.3688934422923675,Polynomial 2,28.08342075332363,0.49416157361131163,True,
DPP3_20014,,,,,,,False,No valid model fit
DPY19L3_15211,,,,,,,False,No valid model fit
DPY19L4_26348,4.2062955916874305,1.0507194461398401,9.555638400329185,Hill,20.135259004012653,0.12912009863714224,True,
DPY30_92931,,,,,,,False,No valid model fit
DQX1_11810,,,,,,,False,No valid model fit
DRC3_16066,,,,,,,False,No valid model fit
DRD4_89131,,,,,,,False,No valid model fit
DRG1_24236,,,,,,,False,No valid model fit
DSG2_1967,,,,,,,False,No valid model fit
DSTN_27141,,,,,,,False,No valid model fit
DSTYK_15034,,,,,,,False,No valid model fit
DTL_18569,,,,,,,False,No valid model fit
DTX2_91500,0.23795385892612325,0.017836977185724835,2.6201965829607117,Hill,39.18592704802423,0.6770628851936389,True,
DTYMK_18243,,,,,,,False,No valid model fit
DUSP10_21565,,,,,,,False,No valid model fit
DUSP1_1978,,,,,,,False,No valid model fit
DUSP4_1990,,,,,,,False,No valid model fit
DUSP5_92780,,,,,,,False,No valid model fit
DUSP7_15349,,,,,,,False,No valid model fit
DUSP8_16306,0.18664689738614504,0.06866516972025066,0.8831376483759007,Hill,7.951837104477702,0.9610166088429126,True,
DUT_92700,,,,,,,False,No valid model fit
DYNC2LI1_21574,,,,,,,False,No valid model fit
DYNLT3_2000,,,,,,,False,No valid model fit
E2F5_14354,,,,,,,False,No valid model fit
EAF2_2011,,,,,,,False,No valid model fit
EBNA1BP2_2014,,,,,,,False,No valid model fit
ECH1_2022,,,,,,,False,No valid model fit
ECHDC1_10479,,,,,,,False,No valid model fit
ECPAS_24345,,,,,,,False,No valid model fit
EDARADD_15013,0.9917730093002319,0.3444583293740961,9.853519201759832,Exponential 5,30.11349640154416,0.1128380116700981,True,
EDA_19800,5.124090909957886,3.2176461663403586,12.442671284536718,Linear,53.18092484901497,0.618086577054475,True,
EDC4_16002,6.114006042480469,2.6614673045033186,8.300264284817834,Polynomial 2,10.003986439680242,0.29457417058613034,True,
EDEM1_2027,,,,,,,False,No valid model fit
EDNRA_88670,5.172185897827148,3.2386190242528006,12.700218217856209,Linear,30.1046082930457,0.22305140050073557,True,
EEF1A1_92893,,,,,,,False,No valid model fit
EEF1D_92473,5.100992918014526,3.207635700532447,12.321078573778596,Linear,46.24421878880305,0.8348987750412692,True,
EEF1D_92489,,,,,,,False,No valid model fit
EEF1E1_92667,,,,,,,False,No valid model fit
EEF2_2042,,,,,,,False,No valid model fit
EFHC1_22047,,,,,,,False,No valid model fit
EFHD1_23189,2.097163200378418,1.0390553333965917,3.960432637042069,Linear,17.451081058558582,0.647469434975283,True,
EFHD2_19620,,,,,,,False,No valid model fit
EFR3A_19229,,,,,,,False,No valid model fit
EGLN3_90114,5.525372624397278,2.193546603545979,7.1308544363613455,Polynomial 2,55.6016533219386,0.7176783861572138,True,
EHBP1L1_11804,,,,,,,False,No valid model fit
EHD4_23085,0.15347914593686124,0.02776226936059683,0.8711905128355371,Hill,21.58582127608944,0.36324215414333283,True,
EID2_19849,,,,,,,False,No valid model fit
EIF1AD_21495,,,,,,,False,No valid model fit
EIF1B_26583,3.55064386750566,2.4454966336878385,9.765140961906823,Power,30.47121042522485,0.18916813743418637,True,
EIF2A_90505,7.190501689910889,3.5420788841411848,11.416658976861573,Polynomial 2,40.222507356982675,0.1364404951164886,True,
EIF2A_91348,5.486788749694824,3.373621101984645,14.540298848044229,Linear,42.95845745524781,0.30275195366147367,True,
EIF2B3_27162,,,,,,,False,No valid model fit
EIF2S1_2085,,,,,,,False,No valid model fit
EIF3B_16048,2.1504247188568115,1.9383637293871412,3.9017376564201998,Linear,10.431356161032685,0.3430378896250126,True,
EIF3J_14226,,,,,,,False,No valid model fit
EIF4E3_16076,,,,,,,False,No valid model fit
EIF4G1_27165,,,,,,,False,No valid model fit
EIF4G2_28900,,,,,,,False,No valid model fit
EIF4H_21573,,,,,,,False,No valid model fit
EIF5A_89706,,,,,,,False,No valid model fit
EIF5B_2113,,,,,,,False,No valid model fit
ELAC2_2114,0.3092356387821329,0.0159137758571246,266.0567166249135,Hill,31.30179834326523,0.7972828123353588,True,
ELF2_2118,3.929019450996626,2.6468444390647985,9.821430815152581,Power,34.209533684511804,0.14785770180547375,True,
ELOVL1_2131,4.720940589904785,3.035483663617717,10.499171657779314,Linear,17.3250204942429,0.21410091497261363,True,
EME1_12151,,,,,,,False,No valid model fit
EML2_21316,,,,,,,False,No valid model fit
EN2_21953,6.638520956039429,2.9576851377384417,9.546775539968165,Polynomial 2,38.13705458183746,0.7794989495595241,True,
ENDOG_28379,,,,,,,False,No valid model fit
ENO1_2152,,,,,,,False,No valid model fit
ENOPH1_2156,4.659982222348099,3.007340411776431,10.238179088393633,Power,14.874884028262356,0.9056177063809221,True,
ENPP2_89863,,,,,,,False,No valid model fit
ENSA_19659,,,,,,,False,No valid model fit
ENTPD7_25904,1.8027176714590558,0.39852950744806614,9.797230956492905,Hill,20.828849888761944,0.6903195103247326,True,
ENTR1_13180,,,,,,,False,No valid model fit
EPB41L1_21364,4.567902967967318,2.964364538799267,10.00560760657949,Power,26.85800370672718,0.26176542571963957,True,
EPB41L4A-AS1_2179,0.04099315140359946,0.01889571129380807,0.11949722872749485,Hill,12.288030203046556,0.807305331139686,True,
EPB41L4A-AS1_2937,,,,,,,False,No valid model fit
EPB41_27171,,,,,,,False,No valid model fit
EPDR1_88706,5.975121259689331,2.691458841119907,8.00243752759235,Polynomial 2,12.246500144593504,0.5279004990400443,True,
EPHA8_89235,,,,,,,False,No valid model fit
EPHB3_21717,,,,,,,False,No valid model fit
EPHB6_27172,,,,,,,False,No valid model fit
EPHX2_18456,,,,,,,False,No valid model fit
EPHX4_10710,,,,,,,False,No valid model fit
EPS8_90604,5.7889556884765625,2.6628771177557264,18.171023979318313,Polynomial 2,9.277645345630562,0.6472571270406022,True,
EPS8_91668,,,,,,,False,No valid model fit
ERBB2_88307,4.053585529327393,2.711785639326134,7.93526260868321,Linear,20.126654653047787,0.197860865849123,True,
ERBB2_90040,,,,,,,False,No valid model fit
ERCC6L_21151,0.30922601942718075,0.10709261443777368,0.9414582473870343,Hill,36.35718854320809,0.2186404996548641,True,
ERICH2_19239,,,,,,,False,No valid model fit
ERICH5_17326,3.5455691814422607,2.4427184127202004,6.377994289329029,Linear,34.13960027233889,0.14931771860058207,True,
ERMAP_15056,,,,,,,False,No valid model fit
ERMARD_21255,,,,,,,False,No valid model fit
ERRFI1_17232,,,,,,,False,No valid model fit
ESR1_12234,,,,,,,False,No valid model fit
ETFA_2244,0.0767017605170068,0.010612888194359207,0.7836437955348874,Hill,4.4975195288198835,0.1610650717193559,True,
ETFDH_90875,0.30444493629382213,0.10312124302574126,0.9700498684574874,Hill,7.390472478733682,0.33709205113377005,True,
ETFRF1_12144,,,,,,,False,No valid model fit
ETS1_2248,,,,,,,False,No valid model fit
EVA1B_88792,,,,,,,False,No valid model fit
EVPL_14384,5.786263942718506,2.4755349671761504,7.62297091015086,Polynomial 2,48.81331738958889,0.20693028326678653,True,
EWSR1_16433,,,,,,,False,No valid model fit
EXD3_91110,,,,,,,False,No valid model fit
EXOC1_2261,0.11866533702924781,0.013350809139341255,1.2589714092271511,Hill,30.30507815365946,0.20650567187999902,True,
EXOC4_25220,6.510782241821289,2.940708382788614,9.220549381737221,Polynomial 2,16.64294655443986,0.4406442445129082,True,
EXOC6B_15055,,,,,,,False,No valid model fit
EXOSC4_2269,4.717676639556885,3.033905834519612,10.48517806225911,Linear,50.4491226335758,0.5122183150159516,True,
EXOSC5_27191,,,,,,,False,No valid model fit
EXOSC7_2271,,,,,,,False,No valid model fit
EXTL3_21768,0.949760412968399,0.3101712681836804,9.324401547795862,Hill,25.8105642223151,0.5868883722522789,True,
EZR_25288,7.523775100708008,3.4717771570975127,15.041126917001728,Polynomial 2,35.66061824819085,0.948057816169759,True,
F3_2289,,,,,,,False,No valid model fit
FABP5_92946,,,,,,,False,No valid model fit
FAM117B_20897,,,,,,,False,No valid model fit
FAM118B_15472,0.04138529939760761,0.011016467206817416,0.19250801291217473,Hill,-5.339305566466624,0.24622508776594554,True,
FAM122C_2309,,,,,,,False,No valid model fit
FAM161B_2312,,,,,,,False,No valid model fit
FAM162A_26069,,,,,,,False,No valid model fit
FAM168B_2313,,,,,,,False,No valid model fit
FAM168B_24510,,,,,,,False,No valid model fit
FAM174A_2316,6.543699502944946,2.8656472277414053,9.304456590879404,Polynomial 2,31.194340200440983,0.7154802628412674,True,
FAM174C_22619,,,,,,,False,No valid model fit
FAM185A_26385,,,,,,,False,No valid model fit
FAM189B_16340,1.298474364478085,0.276418903950305,9.63221315930009,Hill,33.05398543114146,0.10765633190719026,True,
FAM209A_17778,,,,,,,False,No valid model fit
FAM20B_2318,,,,,,,False,No valid model fit
FAM210B_16437,,,,,,,False,No valid model fit
FAM214A_13942,0.2922624284501432,0.016522979036180843,2.7290749385509807,Hill,21.229243346455434,0.3139191603318463,True,
FAM219B_15714,,,,,,,False,No valid model fit
FAM222B_17525,,,,,,,False,No valid model fit
FAM228B_17659,,,,,,,False,No valid model fit
FAM229A_89627,,,,,,,False,No valid model fit
FAM234A_12487,,,,,,,False,No valid model fit
FAM3A_23099,,,,,,,False,No valid model fit
FAM47E-STBD1_27205,,,,,,,False,No valid model fit
FAM53A_23599,,,,,,,False,No valid model fit
FAM71E1_20103,,,,,,,False,No valid model fit
FAM72A_22322,,,,,,,False,No valid model fit
FAM76B_14664,3.4318923950195312,2.3801025760540897,6.066239798270093,Linear,30.547050008881975,0.56999331071885,True,
FAM83B_13670,5.878646373748779,2.4652641817955208,7.809220629570507,Polynomial 2,23.36090904847571,0.19742732531499219,True,
FAM98A_89027,,,,,,,False,No valid model fit
FANCG_25117,6.657334566871398,3.8292641694688085,25.22022871330273,Power,50.78306961806268,0.15553592408440875,True,
FAR1_16464,,,,,,,False,No valid model fit
FAR2_13476,,,,,,,False,No valid model fit
FARSA_22841,,,,,,,False,No valid model fit
FARSB_10466,,,,,,,False,No valid model fit
FASN_11197,0.11049638549646362,0.03228935215761343,0.3656875395038536,Hill,11.682903722950293,0.15056507968433508,True,
FASTKD1_27214,,,,,,,False,No valid model fit
FASTKD5_2353,,,,,,,False,No valid model fit
FASTK_15301,,,,,,,False,No valid model fit
FAS_2345,,,,,,,False,No valid model fit
FBF1_11438,,,,,,,False,No valid model fit
FBXO17_90847,,,,,,,False,No valid model fit
FBXO24_2376,,,,,,,False,No valid model fit
FBXO32_28461,,,,,,,False,No valid model fit
FBXO33_22990,,,,,,,False,No valid model fit
FBXO44_27216,0.3679637778502346,0.03121587062697578,2.5086651273343,Hill,22.8457980205289,0.29784115546624323,True,
FBXW4_18724,,,,,,,False,No valid model fit
FCF1_92619,,,,,,,False,No valid model fit
FCF1_92620,,,,,,,False,No valid model fit
FCHSD1_90272,,,,,,,False,No valid model fit
FDPS_92913,,,,,,,False,No valid model fit
FEM1C_13624,,,,,,,False,No valid model fit
FEN1_2387,,,,,,,False,No valid model fit
FES_23902,,,,,,,False,No valid model fit
FGFR3_18284,,,,,,,False,No valid model fit
FGFR3_27224,,,,,,,False,No valid model fit
FGGY_15109,,,,,,,False,No valid model fit
FIBP_18595,,,,,,,False,No valid model fit
FIG4_20285,4.66156005859375,3.00802192770413,10.24109906258599,Linear,20.012972437351202,0.2528629349934035,True,
FIGNL2_25768,,,,,,,False,No valid model fit
FKBP10_17660,,,,,,,False,No valid model fit
FKBP1A_27226,3.0497467517852783,2.1616663757907326,5.099094735625962,Linear,37.22599840485162,0.8758032095117096,True,
FKBP1B_16333,,,,,,,False,No valid model fit
FKBP4_92324,,,,,,,False,No valid model fit
FKBP4_92325,4.227515459060669,2.798740842176455,8.538900687493923,Linear,42.52837439361301,0.1953167197033444,True,
FKBP4_92326,,,,,,,False,No valid model fit
FKBP5_19156,,,,,,,False,No valid model fit
FKTN_90566,7.235019207000732,4.030398176443574,34.931962467225404,Linear,56.646254176862456,0.3253287077056922,True,
FLAD1_28296,,,,,,,False,No valid model fit
FLNA_25912,,,,,,,False,No valid model fit
FLT3LG_25439,,,,,,,False,No valid model fit
FLVCR2_15636,,,,,,,False,No valid model fit
FMO4_88340,,,,,,,False,No valid model fit
FMR1_13668,,,,,,,False,No valid model fit
FN3KRP_88146,,,,,,,False,No valid model fit
FN3KRP_90446,,,,,,,False,No valid model fit
FNBP4_19463,0.09062722325325012,0.06564875643600851,0.15380179327738,Exponential 5,-16.716673019025723,0.5234262354824537,True,
FNDC10_15436,3.3936643600463867,2.3588732529634946,5.963985864308929,Linear,11.772250671818792,0.8349978249014346,True,
FNDC3A_25092,,,,,,,False,No valid model fit
FOXB2_87594,,,,,,,False,No valid model fit
FOXD4L1_33506,,,,,,,False,No valid model fit
FOXG1_2475,,,,,,,False,No valid model fit
