gene,model_name,recommended,bmd,bmdl,bmdu,aic,p_value1,p_value2,p_value3,p_value4,bmr,loglikelihood
ARHGAP10_26108,Hill,True,4.572903924368854,0.26936566840178755,124.26904606859422,40.820030534518594,0.02407353889909436,0.08015868295294692,0.08015868295294692,0.3647886344756136,1.0 Standard Deviation,-16.410015267259297
ARHGAP19_17445,Polynomial 2,True,6.186466217041016,2.712360245983039,8.460555014137395,9.818364769424653,0.01383955515712132,0.5141806073180191,0.5141806073180191,0.617208094969005,1.0 Standard Deviation,-1.9091823847123264
ARHGDIA_17417,Power,True,4.391495611317449,2.878918953075699,9.97621024010131,60.164220489577886,0.00882890774110845,0.4248368039680209,0.4248368039680209,0.12053637252173732,1.0 Standard Deviation,-27.082110244788943
ARL4D_24864,Hill,True,1.679014558329288,0.205624381372624,9.939033472999,38.31145049182918,0.010393152446006249,0.06685050143870241,0.06685050143870241,0.7323768778910735,1.0 Standard Deviation,-15.155725245914589
ARL6IP5_445,Linear,True,1.5907049179077148,1.4356403401219284,3.266313625634583,15.991114945651546,4.704495808915965e-06,8.246525529842508e-05,0.2840585960929045,0.3282579692664681,1.0 Standard Deviation,-3.9955574728257726
ARMC5_26857,Linear,True,5.020403861999512,3.1721352018058298,11.907645897971719,39.62707147175229,0.06358525039970964,0.724158201883909,0.724158201883909,0.2897307878451878,1.0 Standard Deviation,-16.813535735876144
ARMC6_24630,Linear,True,3.4917080402374268,2.4130984043461807,6.228833262894577,31.105766542079174,0.0019647315290869383,0.11896621108237804,0.11896621108237804,0.717383597749403,1.0 Standard Deviation,-12.552883271039587
ARMH1_19954,Linear,True,3.9288437366485596,2.646774954918839,7.525489970325806,70.29109627024258,0.019596421440949197,0.5629530235644005,0.5629530235644005,0.5984369714294875,1.0 Standard Deviation,-32.14554813512129
ARRB1_22993,Power,True,4.21937455442955,2.7947407030616516,9.91161126893205,24.79847704853959,0.0043826424771979955,0.1609335637569268,0.1609335637569268,0.22761889805279245,1.0 Standard Deviation,-9.399238524269794
ASB8_24963,Hill,True,1.0991489576214122,0.19648711079031905,9.577764415012537,11.792008365256876,0.006901139531811262,0.6967628996827182,0.6967628996827182,0.21449282709214212,1.0 Standard Deviation,-1.8960041826284377
ATAD3B_25485,Hill,True,0.541532717174105,0.05766670681582109,4.38579134719147,32.52825108252482,0.017481341401315298,0.4967298673341183,0.4967298673341183,0.582502369332959,1.0 Standard Deviation,-12.264125541262409
ATG101_12980,Hill,True,0.8717764037798341,0.08723374383147356,9.531172200061443,37.30332533318676,0.0008810223137095674,0.16110001204134594,0.16110001204134594,0.12618797563400208,1.0 Standard Deviation,-14.651662666593381
ATP9A_15812,Hill,True,0.061445473509718365,0.010844314088228906,0.3726110557413035,16.270671091114853,0.0002047900111197265,0.16255992668129626,0.16255992668129626,0.5434865930909585,1.0 Standard Deviation,-4.135335545557426
AZI2_26875,Linear,True,4.172606468200684,2.7715833656381688,8.34376484279626,14.615192970016263,0.009519583564965406,0.4243736618306686,0.4243736618306686,0.2026639673408599,1.0 Standard Deviation,-4.307596485008132
B3GAT3_90741,Polynomial 2,True,5.922949314117432,2.652815173633467,7.8993599362356095,19.069641445693343,0.0007228576423803368,0.05291427117523895,0.05291427117523895,0.584665761217916,1.0 Standard Deviation,-6.53482072284667
BBS1_24145,Polynomial 2,True,3.2364320755004883,2.270660065141194,7.373036141959939,42.33299275392903,0.0031680270156572155,0.32738749530681743,0.32738749530681743,0.8742159294505873,1.0 Standard Deviation,-18.166496376964513
BBS2_20596,Linear,True,4.672479629516602,3.013117238487581,10.28820303372578,40.38979348056532,0.041050944664569045,0.3549151946313085,0.3549151946313085,0.692993976675752,1.0 Standard Deviation,-17.19489674028266
BBS4_91564,Polynomial 2,True,6.460516452789307,2.952788492911888,9.095468129756071,7.935990884478279,0.04952445308873987,0.8549254226876433,0.8549254226876433,0.7081916756043738,1.0 Standard Deviation,-0.9679954422391397
BCAP31_644,Hill,True,1.408538325057205,0.38678036189277093,9.60676214680176,7.674057492791566,0.00690039389166941,0.9530131843844066,0.9530131843844066,0.8475735569652788,1.0 Standard Deviation,0.16297125360421694
BECN1_680,Hill,True,0.21044037340855093,0.030648644785510784,1.4396704054632834,-7.2318362316546825,0.01154429100696075,0.9466383714503164,0.9466383714503164,0.5696417590106152,1.0 Standard Deviation,7.615918115827341
BICC1_19624,Hill,True,0.3179753234950169,0.10678739948826929,-9999.0,35.044180034721954,0.03975353104254731,0.3202910224804576,0.3202910224804576,0.3420693284261228,1.0 Standard Deviation,-13.522090017360977
BMF_16921,Hill,True,0.056799637479438385,0.017023387619226088,0.2446126290539882,35.79107212195156,4.192767915112139e-05,0.35021638478923633,0.35021638478923633,0.5510728838873613,1.0 Standard Deviation,-13.895536060975779
BRI3BP_19979,Linear,True,3.5291004180908203,2.4336574417872128,6.3320158041431585,15.266858117170692,0.0057042312750261726,0.2661040012988001,0.2661040012988001,0.920150070604472,1.0 Standard Deviation,-4.633429058585346
BRI3BP_771,Power,True,4.7283731205895165,3.0389022065113718,10.11858938366096,30.982562156106884,0.0064889421877935005,0.05444273317914039,0.05444273317914039,0.5211134312133419,1.0 Standard Deviation,-12.491281078053442
BRIP1_16491,Polynomial 2,True,5.6218671798706055,2.380286802076642,7.310871591315555,31.209210693118756,0.0014820644564799146,0.26825560055654996,0.26825560055654996,0.6663597856580171,1.0 Standard Deviation,-12.604605346559378
BSG_778,Linear,True,4.567158222198486,2.964002283073555,9.844580194305134,18.416075993018204,0.024359321376949294,0.6864723132063464,0.6864723132063464,0.16977208906636998,1.0 Standard Deviation,-6.208037996509103
BTBD3_785,Polynomial 2,True,6.077480316162109,2.636383385014453,8.22036842680927,0.7363783939096651,0.012333395118338086,0.4735519036927819,0.4735519036927819,0.8395728930443425,1.0 Standard Deviation,2.6318108030451675
C19orf48_21955,Polynomial 2,True,5.941972732543945,2.8688475096713533,7.933864051739547,23.377559648254806,0.0030760620332268562,0.6439046274486535,0.6439046274486535,0.1541575811512529,1.0 Standard Deviation,-8.688779824127403
C1QL1_14428,Polynomial 2,True,5.761365294456482,2.586375446375626,-9999.0,55.73691165475235,0.0005308781574581145,0.04326652981699464,0.1664648540967847,0.1968484225520647,1.0 Standard Deviation,-25.868455827376174
C5orf24_24924,Linear,True,5.298211574554443,3.294029552670576,13.402517661669764,40.98062851984986,0.06117422383288895,0.44489563854426206,0.44489563854426206,0.38035759410646464,1.0 Standard Deviation,-17.49031425992493
C8G_91020,Linear,True,4.836171865463257,3.0884161276207878,11.019416409734568,66.16950112615937,0.007189554462908476,0.12664211531983305,0.12664211531983305,0.19332494593398875,1.0 Standard Deviation,-30.084750563079687
CALCOCO1_18741,Hill,True,3.5954643108142936,0.38044040561552117,10.024448758684237,37.213388750562196,0.007416621190597716,0.10378582722813035,0.10378582722813035,0.15882649339721,1.0 Standard Deviation,-14.606694375281098
CAMK2D_26958,Polynomial 2,True,5.920623540878296,2.535286809632166,7.894665694387939,34.102824957101916,0.0027230888270731723,0.1757904797737102,0.1757904797737102,0.7371786491727315,1.0 Standard Deviation,-14.051412478550956
CAMLG_12796,Linear,True,5.746884346008301,3.481168996358996,16.30747544127977,40.67004709894859,0.11056157166171987,0.44061308861234794,0.44061308861234794,0.5527407178941925,1.0 Standard Deviation,-17.335023549474293
CAVIN1_21319,Linear,True,3.126499652862549,2.206549067085159,5.284706606284336,41.20892588666419,0.0011128242977704872,0.14286306156062845,0.14286306156062845,0.9832138993130565,1.0 Standard Deviation,-17.604462943332095
CBSL_33992,Hill,True,0.6170518402948609,0.21718057831940896,2.9492130744124205,20.133092613255187,6.458938436804118e-05,0.12462917087558067,0.12462917087558067,0.62534976880758,1.0 Standard Deviation,-6.066546306627593
CBWD1_1009,Hill,True,0.9163308808532507,0.17724281690370058,9.446766506381088,1.3630414671694622,0.0015160442573723953,0.268836619683975,0.268836619683975,0.2177660455889039,1.0 Standard Deviation,3.318479266415269
CBWD1_26970,Linear,True,3.158535957336426,1.839572335176791,7.287298424004458,33.857356116785006,0.004770858624616681,0.04759274778296807,0.05490369189103861,0.9630917474229544,1.0 Standard Deviation,-13.928678058392503
CC2D1B_25383,Linear,True,4.99143123626709,3.159459572059484,11.763416853652789,29.172049674786273,0.028872556997752707,0.4243366926960749,0.4243366926960749,0.21587270297397287,1.0 Standard Deviation,-11.586024837393136
CCDC144A_18451,Linear,True,4.134054183959961,2.752385126162199,8.209051792791152,41.2072155869199,0.002024310182977662,0.15968210965045393,0.15968210965045393,0.10634811716607695,1.0 Standard Deviation,-17.60360779345995
CCDC32_15195,Linear,True,2.4656736850738525,2.348112469616263,4.312153571899302,40.69348424118771,0.000244503540782981,0.04247600326695555,0.34354404938451255,0.37465730750293846,1.0 Standard Deviation,-16.346742120593856
CCDC82_14662,Linear,True,3.8573527336120605,2.6096279720036097,7.299284941220785,19.83713248178939,0.0025106549615271367,0.2650238600892181,0.2650238600892181,0.1409465205995517,1.0 Standard Deviation,-6.9185662408946955
CCDC85B_28333,Power,True,2.443835392581015,1.7907940784236076,9.420189627172682,19.747532314908202,0.000514985759272446,0.8573432113755727,0.8573432113755727,0.8916132731943576,1.0 Standard Deviation,-6.873766157454101
CCNDBP1_1069,Hill,True,0.27802619062771794,0.13677647213090452,0.9195242986971358,6.412227037799431,3.979093826655955e-07,0.2871836098958558,0.2871836098958558,0.49726762906838895,1.0 Standard Deviation,0.7938864811002846
CCS_23202,Linear,True,5.527024269104004,3.3903548657930074,14.797932035525342,31.18549417825207,0.054889572308497336,0.7423493280676129,0.7423493280676129,0.1240148358482821,1.0 Standard Deviation,-12.592747089126036
