,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
325,CCNF_1076,69.6802873715827,-1.5354206218865902,0.3866249633963689,-3.97134372389834,7.146837611045379e-05,0.0015213898532365
327,CCNL1_1085,26.107638682460102,0.8222689138138509,0.291162236796612,2.82409189756375,0.00474147878596721,0.03702461593518799
328,CCNL2_1086,756.165818403354,0.7130761895588209,0.258663851369004,2.75676785057052,0.00583757800851597,0.0431376511773026
330,CCRL2_1096,318.124899440081,1.11732552345516,0.260833738905496,4.283669467545311,1.83835955939032e-05,0.0005087042721059201
341,CD55_1141,1248.8617140915699,0.7026247681965129,0.188081424768677,3.73574779678896,0.00018715817541893,0.00322568233809677
342,CD58_1144,1163.97866817714,0.73918217918134,0.194339242751535,3.8035662211897896,0.000142627843328206,0.00258162364116242
346,ADGRE5_1154,565.194438745915,0.36484554239073297,0.11158091080614699,3.26978458729907,0.00107629412035003,0.0124735030816766
348,CDC25A_1158,90.3601393034175,-1.40463154000367,0.348747798154238,-4.02764274767537,5.633886227912671e-05,0.00126938499072657
353,CDC5L_1174,904.773448505867,-0.521128426503102,0.18405467171643697,-2.8313784249170095,0.00463478494784559,0.0364767974852274
354,CDC6_1177,390.08512004573095,-1.8152087184851298,0.118874847722988,-15.269914142940301,1.2133272111607798e-52,7.873280273222327e-49
356,CDCA5_1184,73.74718658202009,-1.03695298329376,0.22612087137001802,-4.58583489887988,4.52175826577717e-06,0.000159465703188196
357,CDCA8_1185,169.027532018741,-1.01260891255439,0.19731761371801398,-5.1318728899768,2.86873214040693e-07,1.55126690492505e-05
362,CDK1_1196,2710.8703801893303,-1.00140445949384,0.15064486360332002,-6.647451732113139,2.9821073078109695e-11,5.86390736981375e-09
365,CDK19_1201,154.454507262867,0.562959526088803,0.15712237420515,3.58293673282815,0.000339752918339583,0.00521812233634451
366,CDK2_1202,47.079418496175,-1.25859036705029,0.3292357046528,-3.8227639021641,0.000131964122147017,0.002429262946417
379,CENPF_1252,430.649330959903,-1.1004850527660701,0.192547869206447,-5.715384217449531,1.09456427169544e-08,1.02936631290315e-06
394,CHD1L_1283,176.14315031257598,-0.8186360758897949,0.27681599855375705,-2.95732934572717,0.00310316469465561,0.0274712628971627
404,CHMP4A_1304,1249.03471694251,0.8004194978239221,0.25067151944197896,3.19310107349147,0.00140753670357996,0.0151467755713605
417,CKAP5_1358,934.3560306414599,-0.829258686930438,0.207047171400875,-4.0051679108664,6.1973443343121e-05,0.00137485700462739
419,CKS1B_1362,202.409183696173,-0.6613595900765389,0.19840270108803398,-3.33342029342173,0.00085785247183055,0.0104931285385644
427,CLTB_1402,1344.43147262051,-0.9679370397952131,0.35896325015710706,-2.6964794846591604,0.0070076714076168205,0.0494000866529338
438,COG2_1441,191.250049920955,0.39740321135129797,0.136449929166585,2.9124471795520597,0.00358608844772719,0.0306816514852432
444,CERT1_1476,341.185857998466,0.507899424032085,0.12317715491828199,4.12332485166616,3.7344244389081204e-05,0.000928455179466467
450,COPE_1492,457.574154360352,-0.8589354954793391,0.223145975814998,-3.8492089868178905,0.000118499874857497,0.00221917947460404
466,CPSF4_1539,76.81925763499821,-0.9020913920006619,0.327971627417726,-2.75051655871348,0.00595013842224405,0.0437264419274538
472,CRELD2_1561,79.04370085952121,-1.7648824847340399,0.5298270872462499,-3.33105371019616,0.000865179073610574,0.0105529079110132
477,CRYZ_1586,34.9777518724044,1.32759575978617,0.324602174149785,4.08991641310929,4.31528675113019e-05,0.00103519023024339
481,CSNK1G2_1605,104.294882052133,-0.9081256299390671,0.317705368452535,-2.85838931322541,0.00425797630327185,0.0345159378287708
492,CTSA_1641,661.825790132165,0.856879101616859,0.283958017440796,3.0176260185909904,0.00254763091332284,0.0237011856581389
495,CTSH_1644,45.659521517653104,1.59684782089933,0.242242229354649,6.591946520445481,4.34096977866026e-11,7.82459802603511e-09
496,CTSL_1645,395.175142803454,0.8003107154635559,0.264072627379712,3.03064624078884,0.00244030978941418,0.022949522063055998
497,CTSL_1647,46.52392178155971,0.9081126535774849,0.269597151309887,3.3684059685543994,0.00075604181455523,0.009572595774924659
524,DAG1_1750,208.464292357945,-0.556860737074518,0.206608967649612,-2.6952399182348,0.00703379649939599,0.0494403271392626
540,DDIT3_1800,183.359386235605,0.8780093825309581,0.29351038478491803,2.99140823645594,0.00277693983821223,0.025326159676962997
542,DDR1_1804,61.74448127579971,2.2152589473397,0.5102983577395851,4.34110538225599,1.4176770527634301e-05,0.000403710757098396
552,DEK_1841,3690.10108113634,-0.916379104067152,0.13237261866763497,-6.92272399904716,4.43040445316215e-12,1.08486394326676e-09
558,DHDDS_1856,87.17208952767531,0.89373361802584,0.308685481439183,2.89528880289086,0.0037880983933377796,0.0317894718430576
566,DLGAP5_1882,682.766819171453,-0.847692298800722,0.27106784044867704,-3.12723301073859,0.0017646001244694398,0.0181753812820353
580,DNMT1_1928,36.6535782762549,-1.71295873811393,0.48402200960819497,-3.53901001216976,0.00040163061952238103,0.00595698534875595
583,DOLPP1_1937,18.3325520549723,-6.630729886771291,1.24453942241749,-5.3278584569794,9.93775180774949e-08,6.50353294772815e-06
